Term,PosScore,NegScore,hindi
mundane,0.0,-0.9,सांसारिक
inanely,0.0,-0.9,शून्यता से
broken-hearted,0.0,-0.9,टूटे हुए दिल से
immorality,0.0,-0.9,अनैतिकता
irritation,0.0,-0.9,जलन
oppressive,0.0,-0.9,दमनकारी
overrun,0.0,-0.9,उग आया
ironic,0.0,-0.9,लोहे का
torturing,0.0,-0.9,तड़पा
stupified,0.0,-0.9,stupified
moan,0.0,-0.9,विलाप
selfishness,0.0,-0.9,स्वार्थपरता
drawbacks,0.0,-0.9,कमियां
prejudge,0.0,-0.9,इस बात का पूर्वानुमान
staid,0.0,-0.9,शांत
blasphemy,0.0,-0.9,ईश - निंदा
stink,0.0,-0.9,बदबू
ache,0.0,-0.9,दर्द
sneeringly,0.0,-0.9,sneeringly
blunt,0.0,-0.9,कुंद
forlorn,0.0,-0.9,अनाथ
jittery,0.0,-0.9,चिड़चिड़ा
dissatisfy,0.0,-0.9,नाराज़ करना
melodramatically,0.0,-0.9,भावुकतापूर्ण नाटकीय ढंग से
vehement,0.0,-0.9,जोरदार
inaccurately,0.0,-0.9,गलत ढंग से
slooow,0.0,-0.9,slooow
temerity,0.0,-0.9,उतावलापन
irrelevant,0.0,-0.9,असंगत
deceptive,0.0,-0.9,कपटी
heretic,0.0,-0.9,विधर्मी
disingenuously,0.0,-0.9,disingenuously
ineffectually,0.0,-0.9,ineffectually
impetuously,0.0,-0.9,impetuously
insecurity,0.0,-0.9,असुरक्षा
irritable,0.0,-0.9,चिड़चिड़ा
defame,0.0,-0.9,बदनाम
discredit,0.0,-0.9,बदनाम
furiously,0.0,-0.9,जिस
inhibition,0.0,-0.9,निषेध
precarious,0.0,-0.9,अनिश्चित
disrespectablity,0.0,-0.9,disrespectablity
scandals,0.0,-0.9,घोटालों
difficulty,0.0,-0.9,कठिनाई
manic,0.0,-0.9,उन्मत्त
chastise,0.0,-0.9,दंड देना
lonely,0.0,-0.9,अकेला
crack,0.0,-0.9,दरार
jobless,0.0,-0.9,बेकार
indiscriminately,0.0,-0.9,अंधाधुंध
obnoxious,0.0,-0.9,अप्रिय
jeopardize,0.0,-0.9,ख़तरे में डालना
oppositions,0.0,-0.9,विपक्ष
compulsion,0.0,-0.9,विवशता
debatable,0.0,-0.9,विवादास्पद
procrastination,0.0,-0.9,टालमटोल
temptation,0.0,-0.9,प्रलोभन
opposition,0.0,-0.9,विरोध
loath,0.0,-0.9,अनिच्छुक
rumbling,0.0,-0.9,rumbling
scare,0.0,-0.9,डराना
famished,0.0,-0.9,भूखा
miscalculation,0.0,-0.9,अशुद्ध गणना
timid,0.0,-0.9,आसानी से डरनेवाला
infringe,0.0,-0.9,का उल्लंघन
flickers,0.0,-0.9,flickers
unfavorable,0.0,-0.9,प्रतिकूल
relentlessness,0.0,-0.9,निर्दयता
fastidious,0.0,-0.9,दुराराध्य
disloyalty,0.0,-0.9,द्रोह
wreck,0.0,-0.9,जहाज के मलबे
peevish,0.0,-0.9,चिड़चिड़ा
ineloquently,0.0,-0.9,ineloquently
enfeeble,0.0,-0.9,ढीला छोड़ना
anomalous,0.0,-0.9,नियमविरूद्ध
grudges,0.0,-0.9,शिकायत
impatience,0.0,-0.9,अधीरता
menace,0.0,-0.9,धमकी
screw-up,0.0,-0.9,गड़बड़ करना
boisterous,0.0,-0.9,उद्दाम
sloth,0.0,-0.9,आलस
dejectedly,0.0,-0.9,विषादपूर्वक
frost,0.0,-0.9,ठंढ
apocalypse,0.0,-0.9,कयामत
leaking,0.0,-0.9,लीक
zaps,0.0,-0.9,zaps
outrageous,0.0,-0.9,अपमानजनक
sickeningly,0.0,-0.9,दिक करते हुए
stinks,0.0,-0.9,बदबू आ रही है
self-humiliation,0.0,-0.9,आत्म-समालोचना
mawkishness,0.0,-0.9,mawkishness
disappoint,0.0,-0.9,निराश
awful,0.0,-0.9,भयंकर
pathetic,0.0,-0.9,दयनीय
horrifying,0.0,-0.9,भयानक
bs,0.0,-0.9,bs
irredeemably,0.0,-0.9,irredeemably
contradict,0.0,-0.9,खंडन
sketchy,0.0,-0.9,अधूरा
quarrellously,0.0,-0.9,quarrellously
loner,0.0,-0.9,अविवाहित
plunderer,0.0,-0.9,लूटने वाला
tin-y,0.0,-0.9,टिन-y
illegitimate,0.0,-0.9,अवैध
nuisance,0.0,-0.9,बाधा
macabre,0.0,-0.9,भयंकर
hothouse,0.0,-0.9,गरम-घर
bogus,0.0,-0.9,जाली
erratic,0.0,-0.9,अनियमित
mistakenly,0.0,-0.9,भूल से
sacrificed,0.0,-0.9,बलिदान
maliciousness,0.0,-0.9,बैरभाव
desiccated,0.0,-0.9,निर्जलीकृत
ultra-hardline,0.0,-0.9,अति कट्टरपंथी
scolding,0.0,-0.9,डांट-डपट
mortify,0.0,-0.9,अपमानित करना
ruthless,0.0,-0.9,क्रूर
whores,0.0,-0.9,आवारा
vain,0.0,-0.9,केवल
ill-natured,0.0,-0.9,बद
snub,0.0,-0.9,अपमान
indiscreet,0.0,-0.9,असावधानीपूर्ण
apprehensions,0.0,-0.9,आशंकाओं
flabbergasted,0.0,-0.9,हैरत में डाला हुआ
disgusting,0.0,-0.9,घिनौना
harm,0.0,-0.9,चोट
incomprehension,0.0,-0.9,अज्ञेयत्व
grief,0.0,-0.9,शोक
inflationary,0.0,-0.9,मुद्रास्फीति
fragile,0.0,-0.9,नाज़ुक
stereotypically,0.0,-0.9,stereotypically
degenerate,0.0,-0.9,पतित
disagreeably,0.0,-0.9,disagreeably
obscures,0.0,-0.9,धुंधला कर देता है
transgress,0.0,-0.9,लांघा
denying,0.0,-0.9,इस बात का खंडन
excuses,0.0,-0.9,बहाने
cravenly,0.0,-0.9,cravenly
rivalry,0.0,-0.9,विरोध
proprietary,0.0,-0.9,मालिकाना
impious,0.0,-0.9,बेईमान
breakup,0.0,-0.9,संबंध विच्छेद
vibrated,0.0,-0.9,स्फूर्त
complaint,0.0,-0.9,शिकायत
monotonous,0.0,-0.9,नीरस
wobbles,0.0,-0.9,wobbles
diffidence,0.0,-0.9,संशय
hells,0.0,-0.9,नरक
prideful,0.0,-0.9,घमंडी
pretentiously,0.0,-0.9,ढोंग के साथ
explosive,0.0,-0.9,विस्फोटक
election-rigger,0.0,-0.9,चुनाव रिग्स
enjoin,0.0,-0.9,हुक्म चलाना
incompatibility,0.0,-0.9,बेजोड़ता
refuse,0.0,-0.9,इनकार
unnerving,0.0,-0.9,हतोत्साहित
sporadic,0.0,-0.9,छिटपुट
irony,0.0,-0.9,व्यंग्य
fall,0.0,-0.9,गिरना
banishment,0.0,-0.9,निर्वासन
refusing,0.0,-0.9,इनकार
disobedience,0.0,-0.9,आज्ञा का उल्लंघन
stupor,0.0,-0.9,व्यामोह
hater,0.0,-0.9,नफरत
impenitent,0.0,-0.9,आनेवाला
retarded,0.0,-0.9,मंद
sillily,0.0,-0.9,बेवकूफी
outburst,0.0,-0.9,विस्फोट
mysteriously,0.0,-0.9,रहस्यमय तरीके से
offence,0.0,-0.9,अपमान
comical,0.0,-0.9,अनोखा
gullible,0.0,-0.9,भोला
omission,0.0,-0.9,चूक
enemies,0.0,-0.9,दुश्मनों
racism,0.0,-0.9,जातिवाद
refutation,0.0,-0.9,निराकरण
draining,0.0,-0.9,draining
officious,0.0,-0.9,परेशान करनेवाला
sidetrack,0.0,-0.9,गतिरोध
harassment,0.0,-0.9,उत्पीड़न
stress,0.0,-0.9,तनाव
troubled,0.0,-0.9,तंग किया
imprecate,0.0,-0.9,कोसना
guile,0.0,-0.9,छल
viciously,0.0,-0.9,क्रूरतापूर्वक
uncompetitive,0.0,-0.9,अप्रतिस्पर्धी
unsafe,0.0,-0.9,असुरक्षित
deficiencies,0.0,-0.9,कमियों
improperly,0.0,-0.9,अनुचित तरीके से
injurious,0.0,-0.9,हानिकारक
desolately,0.0,-0.9,बदनसीबी
impossibly,0.0,-0.9,असंभावना से
leakage,0.0,-0.9,रिसाव के
oppression,0.0,-0.9,उत्पीड़न
dissocial,0.0,-0.9,अमित्र
tamper,0.0,-0.9,छेड़छाड़
rhapsodize,0.0,-0.9,rhapsodize
impropriety,0.0,-0.9,अनौचित्य
buggy,0.0,-0.9,छोटी गाड़ी
controversial,0.0,-0.9,विवादास्पद
pertinacious,0.0,-0.9,आग्रही
grieving,0.0,-0.9,दु: ख
devastate,0.0,-0.9,उजाड़ना
diatribes,0.0,-0.9,diatribes
bastards,0.0,-0.9,कमीने
condemnable,0.0,-0.9,निंदनीय
disorderly,0.0,-0.9,उल्टा पुल्टा
undefined,0.0,-0.9,अपरिभाषित
wrongly,0.0,-0.9,गलत तरीके से
blasted,0.0,-0.9,नष्ट
reprovingly,0.0,-0.9,reprovingly
starve,0.0,-0.9,भूखा
uncollectible,0.0,-0.9,uncollectible
dogmatic,0.0,-0.9,कट्टर
trauma,0.0,-0.9,आघात
suspicions,0.0,-0.9,शक
implicate,0.0,-0.9,शामिल
overstated,0.0,-0.9,अतिरंजित
perplexing,0.0,-0.9,हैरान करनेवाला
frail,0.0,-0.9,अनैतिक
nemesis,0.0,-0.9,नेमसिस
facetiously,0.0,-0.9,मसख़रेपन से
bluring,0.0,-0.9,bluring
dirtbags,0.0,-0.9,dirtbags
incongruous,0.0,-0.9,बेमेल
squeak,0.0,-0.9,चीख़
boiling,0.0,-0.9,उबलना
dictatorial,0.0,-0.9,तानाशाह का
rift,0.0,-0.9,दरार
mistrustful,0.0,-0.9,शक्की
hell-bent,0.0,-0.9,नरक तक
flaking,0.0,-0.9,flaking
asperse,0.0,-0.9,छिड़का
goad,0.0,-0.9,अंकुश
impasse,0.0,-0.9,गतिरोध
doubt,0.0,-0.9,शक
afflict,0.0,-0.9,पीड़ा देना
complacent,0.0,-0.9,आत्मसंतुष्ट
arrogant,0.0,-0.9,अभिमानी
shabby,0.0,-0.9,जर्जर
denunciation,0.0,-0.9,निंदा
occlude,0.0,-0.9,रोक देना
bungler,0.0,-0.9,गोलमाल करनेवाला
deign,0.0,-0.9,अनुग्रह करना
exploit,0.0,-0.9,"शोषण, अनुचित लाभ उठाना"
inflame,0.0,-0.9,भड़काना
jitters,0.0,-0.9,नस
wearisome,0.0,-0.9,थकाऊ
congestion,0.0,-0.9,भीड़
ill-defined,0.0,-0.9,ख़राब ढंग से परिभाषित
risks,0.0,-0.9,जोखिम
unproven,0.0,-0.9,अप्रमाणित
buzzing,0.0,-0.9,गूंज
contrariness,0.0,-0.9,स्वेच्छाचार
disputable,0.0,-0.9,विवादास्पद
dirt,0.0,-0.9,गंदगी
helpless,0.0,-0.9,मजबूर
ruined,0.0,-0.9,बर्बाद होगया
downhearted,0.0,-0.9,निराश
hastily,0.0,-0.9,जल्दी से
hazy,0.0,-0.9,धुंधला
impede,0.0,-0.9,बाधा
inefficacious,0.0,-0.9,बेअसर
lowly,0.0,-0.9,नीच
rip-off,0.0,-0.9,चुराना
debt,0.0,-0.9,कर्ज
lawless,0.0,-0.9,न्यायविस्र्द्ध
bothering,0.0,-0.9,परेशान
exagerates,0.0,-0.9,exagerates
flagrant,0.0,-0.9,खुला
undependable,0.0,-0.9,undependable
unimaginably,0.0,-0.9,अकल्पनीय
conceited,0.0,-0.9,अभिमानी
inconstant,0.0,-0.9,अस्थिर
gangster,0.0,-0.9,बदमाश
ambush,0.0,-0.9,घात लगाना
disrepute,0.0,-0.9,बदनामी
crude,0.0,-0.9,अपरिष्कृत
insidiously,0.0,-0.9,insidiously
allergic,0.0,-0.9,एलर्जी
exorbitantly,0.0,-0.9,बेहद
parody,0.0,-0.9,हास्यानुकृति
sorrow,0.0,-0.9,शोक
impersonal,0.0,-0.9,अवैयक्तिक
unviewable,0.0,-0.9,देखने-योग्य
misreading,0.0,-0.9,ग़लत व्याख्या
glaringly,0.0,-0.9,चमक से
scoffingly,0.0,-0.9,scoffingly
incompetently,0.0,-0.9,अयोग्यतापूर्वक
aversion,0.0,-0.9,घृणा
jerk,0.0,-0.9,झटका
dissonance,0.0,-0.9,मतभेद
faint,0.0,-0.9,बेहोश
entanglement,0.0,-0.9,नाज़ुक हालत
iniquity,0.0,-0.9,अधर्म
bemoaning,0.0,-0.9,रोना - पीटना
picky,0.0,-0.9,picky
disrespectfully,0.0,-0.9,अभद्रतापूर्वक
felon,0.0,-0.9,अपराधी
stumbles,0.0,-0.9,stumbles
ominously,0.0,-0.9,बुरी बात यह
terror,0.0,-0.9,आतंक
subservient,0.0,-0.9,अधीन
displeasure,0.0,-0.9,अप्रसन्नता
drunken,0.0,-0.9,शराबी
grouse,0.0,-0.9,गुनगुनानेवाला
slashing,0.0,-0.9,काटने की क्रिया
unbearablely,0.0,-0.9,unbearablely
savage,0.0,-0.9,बर्बर
felonious,0.0,-0.9,दुष्ट
inconsolably,0.0,-0.9,inconsolably
undercuts,0.0,-0.9,undercuts
entrapment,0.0,-0.9,फंसाने
indiscriminating,0.0,-0.9,indiscriminating
redundant,0.0,-0.9,निरर्थक
destroyer,0.0,-0.9,मिटाने वाला
sue,0.0,-0.9,आईटी इस
vague,0.0,-0.9,अस्पष्ट
inadvisably,0.0,-0.9,inadvisably
siege,0.0,-0.9,घेराबंदी
critics,0.0,-0.9,आलोचकों
falling,0.0,-0.9,गिर रहा है
bashed,0.0,-0.9,कोसते
overwhelm,0.0,-0.9,डूब
prick,0.0,-0.9,चुभन
entrap,0.0,-0.9,फंदे में फंसना
insurmountably,0.0,-0.9,insurmountably
over-balanced,0.0,-0.9,ओवर-द संतुलित
discontinuity,0.0,-0.9,अलगाव
remorsefully,0.0,-0.9,remorsefully
sluggish,0.0,-0.9,सुस्त
unconvincing,0.0,-0.9,दुविधा में पड़ा हुआ
growl,0.0,-0.9,बादल की गरज
iniquitous,0.0,-0.9,अधर्म
quarrelsome,0.0,-0.9,झगड़ालू
stab,0.0,-0.9,आवेश
cunts,0.0,-0.9,cunts
lier,0.0,-0.9,बाँध
denies,0.0,-0.9,से इनकार करते हैं
idiotic,0.0,-0.9,मूर्खतापूर्ण
backaching,0.0,-0.9,backaching
interference,0.0,-0.9,दखल अंदाजी
sucky,0.0,-0.9,sucky
miscreants,0.0,-0.9,शरारती तत्वों
subpoena,0.0,-0.9,आकारक
avenge,0.0,-0.9,बदला लेना
unhelpful,0.0,-0.9,बेकार
damning,0.0,-0.9,घातक
heartbreaker,0.0,-0.9,दिल तोड़ने वाली
puzzlement,0.0,-0.9,पहेली
bullshyt,0.0,-0.9,bullshyt
unjust,0.0,-0.9,अन्यायपूर्ण
fallaciousness,0.0,-0.9,ग़लतापना
extremism,0.0,-0.9,अतिवाद
cartoonish,0.0,-0.9,cartoonish
mess,0.0,-0.9,गड़बड़
apologists,0.0,-0.9,apologists
scourge,0.0,-0.9,चाबुक से पीटना
encroachment,0.0,-0.9,अतिक्रमण
filthy,0.0,-0.9,गंदा
ruffle,0.0,-0.9,चिढ़ाना
crooked,0.0,-0.9,कुटिल
disgustedly,0.0,-0.9,disgustedly
mangle,0.0,-0.9,लापता
set-up,0.0,-0.9,सेट अप
usurper,0.0,-0.9,हड़पना
innuendo,0.0,-0.9,इन्युएन्दो
sabotage,0.0,-0.9,तोड़-फोड़
discomfit,0.0,-0.9,गड़बड़ करना
conflicting,0.0,-0.9,परस्पर विरोधी
crumple,0.0,-0.9,पड़ना
oversimplified,0.0,-0.9,oversimplified
madly,0.0,-0.9,पागलों की तरह
precipitous,0.0,-0.9,तेज़
lovelorn,0.0,-0.9,प्रकार है
cripples,0.0,-0.9,अपंग
beset,0.0,-0.9,घेर लेना
contaminate,0.0,-0.9,दूषित
darkened,0.0,-0.9,अन्धेरा
downturns,0.0,-0.9,गिरावट
vexing,0.0,-0.9,अप्रिय
wrong,0.0,-0.9,गलत
pariah,0.0,-0.9,ख़ारिज
chaotic,0.0,-0.9,अराजक
lie,0.0,-0.9,झूठ
grumpily,0.0,-0.9,grumpily
devoid,0.0,-0.9,रहित
obsessiveness,0.0,-0.9,obsessiveness
spurn,0.0,-0.9,मांग
remorseless,0.0,-0.9,बेरहम
insufferably,0.0,-0.9,insufferably
retreated,0.0,-0.9,पीछे हट
tumble,0.0,-0.9,लुढ़क
mispronounce,0.0,-0.9,शब्द बोलने में भूलना
negative,0.0,-0.9,नकारात्मक
mania,0.0,-0.9,उन्माद
drought,0.0,-0.9,सूखा
antithetical,0.0,-0.9,विरोधात्मक
worriedly,0.0,-0.9,worriedly
chintzy,0.0,-0.9,chintzy
pertinacity,0.0,-0.9,ज़िद
screwed-up,0.0,-0.9,बँधा हुआ
banish,0.0,-0.9,निर्वासित
calamities,0.0,-0.9,आपदाओं
jaundiced,0.0,-0.9,डाही
inclement,0.0,-0.9,कठोर
weariness,0.0,-0.9,थकावट
crept,0.0,-0.9,रेंगना
aborts,0.0,-0.9,रोकता
collusion,0.0,-0.9,आपसी साँठ - गाँठ
glitch,0.0,-0.9,गड़बड़
perversity,0.0,-0.9,प्रतिकूलता
blab,0.0,-0.9,गप्पी
decrement,0.0,-0.9,घटती
inflexible,0.0,-0.9,अनम्य
tarnishing,0.0,-0.9,खराब
errors,0.0,-0.9,त्रुटियों
hardliners,0.0,-0.9,कट्टरपंथियों
unhappy,0.0,-0.9,अप्रसन्न
gloom,0.0,-0.9,उदासी
lacks,0.0,-0.9,का अभाव
rough,0.0,-0.9,असभ्य
ill-used,0.0,-0.9,बीमार इस्तेमाल किया
stringently,0.0,-0.9,इसरो
fallacies,0.0,-0.9,भ्रम
debacle,0.0,-0.9,पराजय
nitpick,0.0,-0.9,nitpick
ugliness,0.0,-0.9,कुरूपता
mistrustfully,0.0,-0.9,mistrustfully
flees,0.0,-0.9,flees
flickering,0.0,-0.9,अस्थिर
chide,0.0,-0.9,डांटना
killing,0.0,-0.9,मारना
baseless,0.0,-0.9,निराधार
breakups,0.0,-0.9,टूटा
dumb,0.0,-0.9,गूंगा
humming,0.0,-0.9,गिनगिनानेवाला
deviation,0.0,-0.9,विचलन
cowardly,0.0,-0.9,राड़
intermittent,0.0,-0.9,रुक-रुक कर
tyrannical,0.0,-0.9,अत्याचारी
dejected,0.0,-0.9,उदास
refuting,0.0,-0.9,खंडन
toxic,0.0,-0.9,विषैला
payback,0.0,-0.9,कर्ज उतारने
sickness,0.0,-0.9,रोग
brutalising,0.0,-0.9,brutalizing
insincerity,0.0,-0.9,निष्ठाहीनता
setback,0.0,-0.9,नाकामयाबी
misbecoming,0.0,-0.9,misbecoming
vex,0.0,-0.9,उगता है
polarisation,0.0,-0.9,ध्रुवीकरण
boycott,0.0,-0.9,बहिष्कार
bland,0.0,-0.9,के बीच में
startling,0.0,-0.9,चौंकाने
diabolical,0.0,-0.9,पैशाचिक
insult,0.0,-0.9,अपमान
delay,0.0,-0.9,विलंब
asinine,0.0,-0.9,गदहे का
disarm,0.0,-0.9,वश में कर लेना
