Term,PosScore,NegScore,Tamil
irresolute,0.0,-0.9,தீர்க்கமுடியாத
sinister,0.0,-0.9,கெட்ட
clamor,0.0,-0.9,ஆரவரம்
fake,0.0,-0.9,போலி
imaginary,0.0,-0.9,கற்பனை
cliche,0.0,-0.9,கிளிச்
insubordinate,0.0,-0.9,அசாதாரணமானது
despicable,0.0,-0.9,வெறுக்கத்தக்கது
fainthearted,0.0,-0.9,மயக்கம்
refute,0.0,-0.9,மறுக்க
slower,0.0,-0.9,மெதுவாக
deceivers,0.0,-0.9,ஏமாற்றுபவர்கள்
nagging,0.0,-0.9,நச்சரிக்கும்
solemn,0.0,-0.9,புனிதமான
fiendish,0.0,-0.9,பைத்தியம்
haphazard,0.0,-0.9,இடையூறு
truant,0.0,-0.9,சத்தியம்
greed,0.0,-0.9,பேராசை
unfinished,0.0,-0.9,முடிக்கப்படாதது
slow-moving,0.0,-0.9,மெதுவாக நகரும்
despondency,0.0,-0.9,அவநம்பிக்கை
mischievously,0.0,-0.9,குறும்பு
plague,0.0,-0.9,பிளேக்
cackle,0.0,-0.9,cackle
inhumane,0.0,-0.9,மனிதாபிமானமற்ற
fumble,0.0,-0.9,தடுமாற
cataclysmically,0.0,-0.9,பேரழிவு
disdain,0.0,-0.9,வெறுப்பு
overstate,0.0,-0.9,ஓவர்ஸ்டேட்
odder,0.0,-0.9,otter
inexorably,0.0,-0.9,தவிர்க்கமுடியாமல்
rile,0.0,-0.9,நாடுகள்
mirage,0.0,-0.9,மிராஜ்
longingly,0.0,-0.9,எதிர்பார்த்து காத்து இருத்தல்
hedge,0.0,-0.9,ஹெட்ஜ்
precipitate,0.0,-0.9,வளிமண்டலம்
scarily,0.0,-0.9,மோசமாக
uproariously,0.0,-0.9,சலசலப்புடன்
blurry,0.0,-0.9,மங்கலான
capriciously,0.0,-0.9,கேப்ரிசியோஸ்
messy,0.0,-0.9,குழப்பமான
unilateralism,0.0,-0.9,ஒருதலைப்பட்சம்
immovable,0.0,-0.9,அசையாத
roadblocks,0.0,-0.9,சாலை தடுப்பு
somber,0.0,-0.9,சோம்பர்
teasingly,0.0,-0.9,கிண்டல்
upsetting,0.0,-0.9,வருத்தம்
irked,0.0,-0.9,irked
restriction,0.0,-0.9,கட்டுப்பாடு
inexperience,0.0,-0.9,அனுபவமின்மை
breaking,0.0,-0.9,உடைத்தல்
illogically,0.0,-0.9,நியாயமற்ற முறையில்
infraction,0.0,-0.9,குற்றம்
flaws,0.0,-0.9,குறைபாடுகள்
annihilation,0.0,-0.9,நிர்மூலமாக்கல்
emptiness,0.0,-0.9,வெறுமை
nauseate,0.0,-0.9,குமட்டல்
alarmed,0.0,-0.9,எச்சரிக்கை மணி
contamination,0.0,-0.9,மாசுபாடு
disrespect,0.0,-0.9,அவமரியாதை
problems,0.0,-0.9,பிரச்சினைகள்
punishable,0.0,-0.9,தண்டனைக்குரியது
unfaithfully,0.0,-0.9,விசுவாசமற்ற முறையில்
frazzled,0.0,-0.9,frazzled
juddering,0.0,-0.9,தீர்ப்பு
emasculate,0.0,-0.9,emasulate
fracture,0.0,-0.9,எலும்பு முறிவு
bleed,0.0,-0.9,இரத்தம்
horrified,0.0,-0.9,திகிலடைந்தது
insensitively,0.0,-0.9,உணர்வற்ற முறையில்
suspicion,0.0,-0.9,சந்தேகம்
contend,0.0,-0.9,சண்டை
pain,0.0,-0.9,வலி
rants,0.0,-0.9,ரேண்ட்ஸ்
dishonestly,0.0,-0.9,நேர்மையற்ற
ignore,0.0,-0.9,புறக்கணிக்கவும்
tense,0.0,-0.9,பதற்றமான
dissatisfying,0.0,-0.9,அதிருப்தி
uglier,0.0,-0.9,அசிங்கமான
crumble,0.0,-0.9,நொறுக்கு
apologist,0.0,-0.9,மன்னிப்பு
narrower,0.0,-0.9,குறுகியது
flabbergast,0.0,-0.9,flabbergast
slothful,0.0,-0.9,சோம்பல்
woe,0.0,-0.9,ஐயோ
inconsistencies,0.0,-0.9,முரண்பாடுகள்
errant,0.0,-0.9,தவறு
rusts,0.0,-0.9,துரு
demonize,0.0,-0.9,அரக்கன்
wheedle,0.0,-0.9,சக்கரம்
distressing,0.0,-0.9,துன்பம்
argumentative,0.0,-0.9,வாத
blockage,0.0,-0.9,அடைப்பு
complaints,0.0,-0.9,புகார்கள்
fatigued,0.0,-0.9,சோர்வு
irking,0.0,-0.9,irking
kills,0.0,-0.9,பலி
lambast,0.0,-0.9,lambast
ineloquent,0.0,-0.9,திறமையற்றவர்
scary,0.0,-0.9,பயமாக இருக்கிறது
groundless,0.0,-0.9,ஆதாரமற்றது
ignoble,0.0,-0.9,வெறுக்கத்தக்கது
sticky,0.0,-0.9,ஒட்டும்
aggression,0.0,-0.9,ஆக்கிரமிப்பு
deception,0.0,-0.9,மோசடி
malaise,0.0,-0.9,அச om கரியம்
aimless,0.0,-0.9,நோக்கம் இல்லாதது
misapprehend,0.0,-0.9,தவறாக புரிந்து கொள்ளுங்கள்
nervous,0.0,-0.9,பதட்டமாக
commonplace,0.0,-0.9,பொதுவான இடம்
awfully,0.0,-0.9,மோசமாக
bitchy,0.0,-0.9,பிச்சி
tingling,0.0,-0.9,கூச்ச
stubborn,0.0,-0.9,பிடிவாதமான
gawky,0.0,-0.9,gawky
dastardly,0.0,-0.9,dastardly
propagandize,0.0,-0.9,பிரச்சாரம்
contaminated,0.0,-0.9,அசுத்தமானது
shamelessly,0.0,-0.9,வெட்கமின்றி
scathingly,0.0,-0.9,கடுமையாக
detracts,0.0,-0.9,குறைக்கிறது
discontented,0.0,-0.9,அதிருப்தி
vile,0.0,-0.9,வில்லாக்கள்
bloated,0.0,-0.9,வீங்கிய
worrying,0.0,-0.9,கவலைப்படுதல்
devilment,0.0,-0.9,பிசாசு
sickening,0.0,-0.9,நோய்வாய்ப்பட்டது
smudge,0.0,-0.9,ஸ்மட்ஜ்
repression,0.0,-0.9,அடக்குமுறை
joke,0.0,-0.9,நகைச்சுவை
snagged,0.0,-0.9,ஸ்னாக்
sully,0.0,-0.9,sully
dearth,0.0,-0.9,பற்றாக்குறை
hardhearted,0.0,-0.9,கடின மனதுடன்
rebuff,0.0,-0.9,மறுப்பு
exhausted,0.0,-0.9,தீர்ந்துவிட்டது
screwed,0.0,-0.9,திருகப்பட்டது
scum,0.0,-0.9,கறை
silly,0.0,-0.9,வேடிக்கையான
decrepitude,0.0,-0.9,குறைவு
steals,0.0,-0.9,திருடுகிறது
lurking,0.0,-0.9,பதுங்கியிருக்கும்
collude,0.0,-0.9,கூட்டு
botch,0.0,-0.9,போட்ச்
sunken,0.0,-0.9,மூழ்கியது
dispiritedly,0.0,-0.9,சச்சரவு
gimmick,0.0,-0.9,வித்தை
helplessness,0.0,-0.9,உதவியற்ற தன்மை
tedious,0.0,-0.9,கடினமான
shambles,0.0,-0.9,shambles
deprecate,0.0,-0.9,நீக்கு
smelly,0.0,-0.9,மணமான
illogical,0.0,-0.9,நியாயமற்றது
stereotype,0.0,-0.9,ஒரே மாதிரியான
wane,0.0,-0.9,wane
jeering,0.0,-0.9,ஜீரிங்
dizzy,0.0,-0.9,மயக்கம்
battering,0.0,-0.9,இடி
fails,0.0,-0.9,தோல்வியுற்றது
bugs,0.0,-0.9,பிழைகள்
cry,0.0,-0.9,கலங்குவது
unwarranted,0.0,-0.9,தேவையற்றது
overbearing,0.0,-0.9,தாங்குதல்
riled,0.0,-0.9,சவாரி
disagree,0.0,-0.9,கருத்து வேறுபாடு
remorseful,0.0,-0.9,வருந்தத்தக்கது
idiots,0.0,-0.9,முட்டாள்கள்
scarier,0.0,-0.9,பயங்கரமான
unsuccessful,0.0,-0.9,வெற்றியடையவில்லை
frenetic,0.0,-0.9,வெறித்தனமான
anti-proliferation,0.0,-0.9,எதிர்ப்பு பெருக்கம்
disasterous,0.0,-0.9,பேரழிவு
adversarial,0.0,-0.9,விரோதி
expropriate,0.0,-0.9,முறையற்றது
fright,0.0,-0.9,பயம்
glum,0.0,-0.9,பளபளப்பு
mangling,0.0,-0.9,மாங்லிங்
outraged,0.0,-0.9,சீற்றம்
threesome,0.0,-0.9,மூன்றுபேர்
besmirch,0.0,-0.9,besmirch
unsuccessfully,0.0,-0.9,தோல்வியுற்றது
clique,0.0,-0.9,கிளிக் செய்க
snagging,0.0,-0.9,snagging
smugly,0.0,-0.9,புன்னகையுடன்
unsettle,0.0,-0.9,அமைதியற்றது
resurgent,0.0,-0.9,மீண்டும் எழுச்சி
discriminate,0.0,-0.9,பாகுபாடு
disregard,0.0,-0.9,புறக்கணிக்கவும்
biases,0.0,-0.9,சார்பு
scandalously,0.0,-0.9,அவதூறாக
unusually,0.0,-0.9,வழக்கத்திற்கு மாறாக
slanderous,0.0,-0.9,அவதூறு
taboo,0.0,-0.9,விலக்கப்பட்ட
hypocrite,0.0,-0.9,நயவஞ்சகர்
unnerved,0.0,-0.9,பாதுகாப்பற்றது
addict,0.0,-0.9,அடிமையானவர்
crueler,0.0,-0.9,க்ரூலர்
fib,0.0,-0.9,இழை
disaffect,0.0,-0.9,அதிருப்தி
weed,0.0,-0.9,களை
condescension,0.0,-0.9,condescension
hopelessness,0.0,-0.9,நம்பிக்கையற்ற தன்மை
misguidance,0.0,-0.9,வழிகேடு
regressive,0.0,-0.9,பிற்போக்கு
unlamentably,0.0,-0.9,சட்டவிரோதமாக
useless,0.0,-0.9,பயனற்றது
emaciated,0.0,-0.9,emaciated
blandish,0.0,-0.9,சாதுவான
afraid,0.0,-0.9,பயம்
calumniate,0.0,-0.9,இழித்துக்கூறு
venomously,0.0,-0.9,விஷமாக
disown,0.0,-0.9,மறுக்க
womanizer,0.0,-0.9,பெண்மணி
rifts,0.0,-0.9,பிளவுகள்
ax,0.0,-0.9,கோடரி
mangled,0.0,-0.9,மாங்கல்
sobering,0.0,-0.9,நிதானமான
fraudulent,0.0,-0.9,மோசடி
inundated,0.0,-0.9,நீரில் மூழ்கியது
jeers,0.0,-0.9,ஜீயர்கள்
seethe,0.0,-0.9,சீத்தே
feckless,0.0,-0.9,கள்ளமில்லாத
bleakness,0.0,-0.9,இருண்ட தன்மை
imprison,0.0,-0.9,சிறை
detest,0.0,-0.9,வெறுக்கிறேன்
dishearten,0.0,-0.9,சோகமாக
short-lived,0.0,-0.9,குறுகிய காலம்
disbeliever,0.0,-0.9,காஃபிர்
poisonously,0.0,-0.9,விஷமாக
disapprobation,0.0,-0.9,மறுப்பு
negate,0.0,-0.9,மறுக்க
pestilent,0.0,-0.9,கொள்ளைநோய்
recoil,0.0,-0.9,பின்னடைவு
laughingstock,0.0,-0.9,சிரிக்கும் பங்கு
retaliate,0.0,-0.9,பதிலடி கொடுங்கள்
spite,0.0,-0.9,இருந்தாலும்
dissident,0.0,-0.9,அதிருப்தி
spook,0.0,-0.9,ஸ்பூக்
languid,0.0,-0.9,சோர்வுற்றது
extortion,0.0,-0.9,மிரட்டி பணம் பறித்தல்
corrode,0.0,-0.9,corrode
dismissively,0.0,-0.9,தள்ளுபடி
misleading,0.0,-0.9,தவறாக வழிநடத்தும்
insurrection,0.0,-0.9,கிளர்ச்சி
defiler,0.0,-0.9,defiler
lackluster,0.0,-0.9,மந்தமான
shroud,0.0,-0.9,கவசம்
distress,0.0,-0.9,துன்பம்
shrill,0.0,-0.9,shrill
oddities,0.0,-0.9,விந்தைகள்
calumny,0.0,-0.9,மோசமான
overloaded,0.0,-0.9,அதிக சுமை
detracting,0.0,-0.9,திசை திருப்புதல்
flagrantly,0.0,-0.9,அப்பட்டமாக
friggin,0.0,-0.9,friggin
curt,0.0,-0.9,கர்ட்
huckster,0.0,-0.9,ஹக்ஸ்டர்
cynicism,0.0,-0.9,சிடுமூஞ்சித்தனம்
detract,0.0,-0.9,விலக்கு
anxieties,0.0,-0.9,கவலைகள்
outrageously,0.0,-0.9,மூர்க்கத்தனமாக
restrict,0.0,-0.9,கட்டுப்படுத்து
sorry,0.0,-0.9,மன்னிக்கவும்
bribery,0.0,-0.9,லஞ்சம்
regress,0.0,-0.9,பின்னடைவு
washed-out,0.0,-0.9,துடைத்தெடுக்கப்பட்டது
meddle,0.0,-0.9,தலையிட
apprehensively,0.0,-0.9,பயத்துடன்
hiss,0.0,-0.9,உணருங்கள்
rankle,0.0,-0.9,தரவரிசை
cripple,0.0,-0.9,முடக்கு
self-destructive,0.0,-0.9,சுய அழிவு
mishandle,0.0,-0.9,தவறாக நடத்துதல்
disconsolate,0.0,-0.9,துண்டிக்கவும்
petrified,0.0,-0.9,petrified
occluded,0.0,-0.9,மறைந்துவிட்டது
debaser,0.0,-0.9,செயலிழப்பு
rattles,0.0,-0.9,ஆரவாரங்கள்
evildoer,0.0,-0.9,evildoer
shortchange,0.0,-0.9,குறுக்குவழி
boredom,0.0,-0.9,சலிப்பு
touchy,0.0,-0.9,தொடுதல்
warning,0.0,-0.9,எச்சரிக்கை
languorously,0.0,-0.9,சோர்வாக
flirty,0.0,-0.9,ஊர்சுற்றுவது
unjustly,0.0,-0.9,அநியாயமாக
braggart,0.0,-0.9,தற்பெருமை
harmful,0.0,-0.9,தீங்கு விளைவிக்கும்
overawe,0.0,-0.9,overawe
mediocrity,0.0,-0.9,நடுத்தரத்தன்மை
overthrows,0.0,-0.9,தூக்கி எறியப்படுகிறது
timidity,0.0,-0.9,பயம்
blunders,0.0,-0.9,தவறுகள்
conscons,0.0,-0.9,conscons
skeletons,0.0,-0.9,எலும்புக்கூடுகள்
sensationalize,0.0,-0.9,பரபரப்பை ஏற்படுத்துங்கள்
balk,0.0,-0.9,உத்திரம்
discompose,0.0,-0.9,சிதைத்தல்
second-class,0.0,-0.9,இரண்டாம் வகுப்பு
discriminatory,0.0,-0.9,பாரபட்சமான
degrade,0.0,-0.9,சீரழி
disconcertingly,0.0,-0.9,அதிருப்தி
fudge,0.0,-0.9,fudge
envious,0.0,-0.9,பொறாமை
fragmented,0.0,-0.9,துண்டு துண்டாக
annoyances,0.0,-0.9,எரிச்சல்கள்
scandalize,0.0,-0.9,அவதூறு
squirm,0.0,-0.9,squirm
cruelty,0.0,-0.9,கொடுமை
reprehension,0.0,-0.9,கண்டனம்
stringent,0.0,-0.9,கடுமையான
stingy,0.0,-0.9,கஞ்சத்தனமான
throttle,0.0,-0.9,த்ரோட்டில்
disconcerted,0.0,-0.9,குழப்பத்தை உண்டுபண்ணக்கூடிய
disconcerting,0.0,-0.9,துண்டிக்கிறது
ashamed,0.0,-0.9,வெட்கமாக
declining,0.0,-0.9,குறைந்து வருகிறது
plot,0.0,-0.9,சதி
dreadfulness,0.0,-0.9,பயங்கரமான தன்மை
fallout,0.0,-0.9,வீழ்ச்சி
improper,0.0,-0.9,முறையற்றது
skeptical,0.0,-0.9,சந்தேகம்
daunt,0.0,-0.9,அச்சுறுத்தல்
affront,0.0,-0.9,அவதூறு
bewildered,0.0,-0.9,கலக்கமடைந்தது
distains,0.0,-0.9,வேறுபடுகிறது
smelled,0.0,-0.9,வாசனை
flirt,0.0,-0.9,உல்லாசமாக
boggle,0.0,-0.9,boggle
hysteria,0.0,-0.9,வெறி
worsen,0.0,-0.9,மோசமடைகிறது
screech,0.0,-0.9,அலறல்
orphan,0.0,-0.9,அனாதை
counter-productive,0.0,-0.9,எதிர்-உற்பத்தி
irksome,0.0,-0.9,irksome
complains,0.0,-0.9,புகார்
acrimony,0.0,-0.9,acrimony
disintegrated,0.0,-0.9,சிதைந்தது
life-threatening,0.0,-0.9,உயிருக்கு ஆபத்தானது
satirize,0.0,-0.9,நையாண்டி
unstable,0.0,-0.9,நிலையற்றது
berate,0.0,-0.9,ஆலோசனை
rotten,0.0,-0.9,அழுகிய
declaim,0.0,-0.9,அறிவிக்கவும்
illusions,0.0,-0.9,மாயைகள்
kill,0.0,-0.9,கொல்ல
rantingly,0.0,-0.9,வெறித்தனமாக
hopelessly,0.0,-0.9,நம்பிக்கையற்று
dissuasive,0.0,-0.9,குழப்பமான
berserk,0.0,-0.9,berserk
snags,0.0,-0.9,ஸ்னாக்ஸ்
self-defeating,0.0,-0.9,சுய தோல்வி
horrendous,0.0,-0.9,பயங்கரமான
onslaught,0.0,-0.9,தாக்குதல்
broken,0.0,-0.9,உடைந்த
thankless,0.0,-0.9,நன்றி
imprecisely,0.0,-0.9,துல்லியமாக
bully,0.0,-0.9,புல்லி
god-awful,0.0,-0.9,கடவுள்-மோசமான
disaffirm,0.0,-0.9,உறுதிப்படுத்தவும்
crappy,0.0,-0.9,தந்திரமான
splitting,0.0,-0.9,பிரித்தல்
unconvincingly,0.0,-0.9,நம்பமுடியாத
