Term,PosScore,NegScore,Urdu
shoddy,0.0,-0.9,ناقص
infidel,0.0,-0.9,کافر
unlawfulness,0.0,-0.9,غیر قانونی
defiant,0.0,-0.9,منحرف
nightmarish,0.0,-0.9,رات کا خواب
presumptuous,0.0,-0.9,گھمنڈ
underpaid,0.0,-0.9,انڈر پیڈ
creaks,0.0,-0.9,کریمکس
infuriatingly,0.0,-0.9,infurbatingly
pointless,0.0,-0.9,بے معنی
standstill,0.0,-0.9,ٹھہر گیا
itch,0.0,-0.9,خارش
bumped,0.0,-0.9,ٹکرایا
moribund,0.0,-0.9,moribund
fidget,0.0,-0.9,fidget
detestably,0.0,-0.9,نفرت سے
haunt,0.0,-0.9,ہنٹ
invidiously,0.0,-0.9,حملہ آور
nebulous,0.0,-0.9,نیبولیس
infamously,0.0,-0.9,بدنام
rage,0.0,-0.9,غصہ
gossip,0.0,-0.9,گپ شپ
threats,0.0,-0.9,دھمکیاں
invective,0.0,-0.9,invective
randomly,0.0,-0.9,تصادفی طور پر
debase,0.0,-0.9,ڈیبیس
flounder,0.0,-0.9,فلاونڈر
incorrect,0.0,-0.9,غلط
indecisively,0.0,-0.9,بے راہ روی سے
blind,0.0,-0.9,اندھا
leak,0.0,-0.9,لیک
burdensome,0.0,-0.9,بوجھل
partiality,0.0,-0.9,جزوی
unruly,0.0,-0.9,بے شک
aborted,0.0,-0.9,ختم کر دیا گیا
discordance,0.0,-0.9,مماثلت نہیں
unorthodoxy,0.0,-0.9,غیر روایتی
uncouth,0.0,-0.9,بے منہ
ironically,0.0,-0.9,ستم ظریفی یہ کہ
distaste,0.0,-0.9,پریشان کرنا
interruption,0.0,-0.9,رکاوٹ
bugging,0.0,-0.9,بگنگ
belated,0.0,-0.9,جھکا ہوا
incoherently,0.0,-0.9,incoherently
imperfect,0.0,-0.9,نامکمل
breaks,0.0,-0.9,ٹوٹ جاتا ہے
accidental,0.0,-0.9,حادثاتی
losers,0.0,-0.9,ہارے ہوئے
geezer,0.0,-0.9,گیزر
debasement,0.0,-0.9,دباؤ
disorganized,0.0,-0.9,غیر منظم
effrontery,0.0,-0.9,کڑا
doldrums,0.0,-0.9,doldrums
unsophisticated,0.0,-0.9,غیر مہذب
perfunctory,0.0,-0.9,پرفیکٹوری
incoherent,0.0,-0.9,incoherent
shamefulness,0.0,-0.9,شرمندگی
dying,0.0,-0.9,مرنا
revolting,0.0,-0.9,بغاوت
misjudge,0.0,-0.9,غلط فہمی
mislead,0.0,-0.9,گمراہ کریں
predicament,0.0,-0.9,بدبختی
strict,0.0,-0.9,سخت
gimmicked,0.0,-0.9,چال چلنا
tarnished,0.0,-0.9,داغدار
inexpiable,0.0,-0.9,ناقابل معافی
nosey,0.0,-0.9,nosy
snob,0.0,-0.9,سنوب
mysterious,0.0,-0.9,پراسرار
detrimental,0.0,-0.9,نقصان دہ
syndrome,0.0,-0.9,سنڈروم
dragoon,0.0,-0.9,ڈریگن
bitterness,0.0,-0.9,تلخی
contrived,0.0,-0.9,مفید
ignorance,0.0,-0.9,لاعلمی
bulkyness,0.0,-0.9,بڑا ہونا
toil,0.0,-0.9,محنت کرنا
resentful,0.0,-0.9,ناراضگی
vagueness,0.0,-0.9,مبہم ہونا
confess,0.0,-0.9,اعتراف
trouble,0.0,-0.9,پریشانی
oppressors,0.0,-0.9,جابر
volatile,0.0,-0.9,غیر مستحکم
harden,0.0,-0.9,سخت
stuck,0.0,-0.9,پھنس گیا
upbraid,0.0,-0.9,upbraid
discontinued,0.0,-0.9,بند
complained,0.0,-0.9,شکایت کی
plea,0.0,-0.9,التجا کرنا
tumbled,0.0,-0.9,گدلا
confrontation,0.0,-0.9,محاذ آرائی
sting,0.0,-0.9,ڈنک
scared,0.0,-0.9,ڈرا ہوا
incite,0.0,-0.9,بھڑکانا
excuse,0.0,-0.9,عذر
abominably,0.0,-0.9,مکروہ طور پر
adamant,0.0,-0.9,اٹل
lurch,0.0,-0.9,چکنا
douchebag,0.0,-0.9,ڈوچابیگ
cataclysm,0.0,-0.9,تباہی
liar,0.0,-0.9,جنگلی
abruptly,0.0,-0.9,اچانک
bedlam,0.0,-0.9,بیڈلم
disagrees,0.0,-0.9,متفق نہیں
unreliable,0.0,-0.9,ناقابل اعتبار
abrupt,0.0,-0.9,اچانک
flicker,0.0,-0.9,ٹمٹماہٹ
insecure,0.0,-0.9,غیر محفوظ
ineffectual,0.0,-0.9,غیر موثر
inadequate,0.0,-0.9,ناکافی
isolated,0.0,-0.9,الگ تھلگ
imposers,0.0,-0.9,مسلط کرنے والے
stumble,0.0,-0.9,ٹھوکر کھا
condescendingly,0.0,-0.9,condescendingly
droops,0.0,-0.9,droops
enmity,0.0,-0.9,دشمنی
entangle,0.0,-0.9,الجھنا
violently,0.0,-0.9,پرتشدد
insensitivity,0.0,-0.9,بے حسی
undissolved,0.0,-0.9,غیر حل شدہ
unleash,0.0,-0.9,جاری
unsteady,0.0,-0.9,غیر مستحکم
backbiting,0.0,-0.9,پیچھے ہٹنا
blackmail,0.0,-0.9,بلیک میل
shriek,0.0,-0.9,لرزنا
perversion,0.0,-0.9,بدکاری
repulsiveness,0.0,-0.9,نفرت
grumpy,0.0,-0.9,بدمزاج
uneasiness,0.0,-0.9,بےچینی
plasticky,0.0,-0.9,پلاسٹک
sanctimonious,0.0,-0.9,تقدیس
smutty,0.0,-0.9,گستاخ
fooled,0.0,-0.9,بے وقوف بنایا
impoverished,0.0,-0.9,غریب
pricier,0.0,-0.9,pricier
spoonfed,0.0,-0.9,چمچ
hefty,0.0,-0.9,بھاری
licentious,0.0,-0.9,لائسنس والا
disunity,0.0,-0.9,تفریق
unsuspecting,0.0,-0.9,بے شک
malcontent,0.0,-0.9,خرابی
throbs,0.0,-0.9,دھڑکن
vociferous,0.0,-0.9,مخلص
dissenter,0.0,-0.9,اختلافی
unacceptable,0.0,-0.9,ناقابل قبول
indecorum,0.0,-0.9,یاد
sinisterly,0.0,-0.9,بداخلاقی سے
hogs,0.0,-0.9,hogs
disadvantage,0.0,-0.9,نقصان
beleaguer,0.0,-0.9,beleaguer
cannibalize,0.0,-0.9,cannibalize
harassed,0.0,-0.9,ہراساں کیا گیا
pale,0.0,-0.9,پیلا
infest,0.0,-0.9,infest
erroneous,0.0,-0.9,غلط
overdue,0.0,-0.9,واجب الادا
squeal,0.0,-0.9,squeal
sloppy,0.0,-0.9,میلا
expunge,0.0,-0.9,ختم کرنا
feeble,0.0,-0.9,کمزور
imperiously,0.0,-0.9,سختی سے
negligent,0.0,-0.9,غفلت
unreasonably,0.0,-0.9,بلاجواز
repulsed,0.0,-0.9,پسپا ہوا
inflated,0.0,-0.9,فلا ہوا
stupidity,0.0,-0.9,حماقت
beastly,0.0,-0.9,درندہ
anti-israeli,0.0,-0.9,اینٹی اسرائیلی
seething,0.0,-0.9,سیٹنگ
frustrating,0.0,-0.9,مایوس کن
sedentary,0.0,-0.9,بیشک
cons,0.0,-0.9,cons کے
cheats,0.0,-0.9,دھوکہ دہی
imbecile,0.0,-0.9,بے عیب
sullen,0.0,-0.9,سوجن
unexpectedly,0.0,-0.9,غیر متوقع طور پر
crap,0.0,-0.9,گھٹیا
drastically,0.0,-0.9,تیزی سے
hostility,0.0,-0.9,دشمنی
nervousness,0.0,-0.9,گھبراہٹ
obscene,0.0,-0.9,فحش
defrauding,0.0,-0.9,دھوکہ دہی
bankrupt,0.0,-0.9,دیوالیہ
fearful,0.0,-0.9,خوفناک
indeterminably,0.0,-0.9,غیر یقینی طور پر
nauseates,0.0,-0.9,متلی
imperialist,0.0,-0.9,سامراجی
pernicious,0.0,-0.9,نقصان دہ
feeblely,0.0,-0.9,کمزوری سے
inexpert,0.0,-0.9,inexpert
invalid,0.0,-0.9,غلط
cronyism,0.0,-0.9,cronyism
bickering,0.0,-0.9,bickering
obsessively,0.0,-0.9,جنون سے
resistance,0.0,-0.9,مزاحمت
concen,0.0,-0.9,کانسن
reprimand,0.0,-0.9,سرزنش
subjugate,0.0,-0.9,محکوم
taunt,0.0,-0.9,طنز
lunaticism,0.0,-0.9,پاگل پن
fraught,0.0,-0.9,بھرا ہوا
nepotism,0.0,-0.9,اقربا پروری
obstructed,0.0,-0.9,رکاوٹ
damaging,0.0,-0.9,نقصان دہ
overreach,0.0,-0.9,پہنچنا
incognizant,0.0,-0.9,نامعلوم
outbursts,0.0,-0.9,outbursts
loses,0.0,-0.9,کھو دیتا ہے
extravagance,0.0,-0.9,اسراف
distraction,0.0,-0.9,خلفشار
horrifies,0.0,-0.9,خوفناک
impotent,0.0,-0.9,نامرد
undone,0.0,-0.9,کالعدم
distorted,0.0,-0.9,مسخ
byzantine,0.0,-0.9,بازنطین
rogue,0.0,-0.9,بدمعاش
unaccessible,0.0,-0.9,ناقابل رسائ
touts,0.0,-0.9,ٹاؤٹس
worries,0.0,-0.9,پریشانیوں
bitingly,0.0,-0.9,کاٹو
disinterest,0.0,-0.9,بد نظمی
inconsiderate,0.0,-0.9,غیر متنازعہ
unwillingness,0.0,-0.9,ناپسندیدگی
time-consuming,0.0,-0.9,وقت لگتا
preoccupy,0.0,-0.9,preoccupy
hooligan,0.0,-0.9,گنڈے
catastrophic,0.0,-0.9,تباہ کن
shortness,0.0,-0.9,قلت
aghast,0.0,-0.9,حیرت زدہ
abomination,0.0,-0.9,مکروہ
butcher,0.0,-0.9,کسائ
loopholes,0.0,-0.9,کمیاں
elimination,0.0,-0.9,خاتمہ
corruptted,0.0,-0.9,بدعنوان
depressed,0.0,-0.9,اداس
hard-hit,0.0,-0.9,سخت متاثر
brutal,0.0,-0.9,ظالمانہ
worrisome,0.0,-0.9,تشویشناک
frantic,0.0,-0.9,پاگل
rumple,0.0,-0.9,rumple
grievous,0.0,-0.9,تکلیف دہ
flair,0.0,-0.9,روانی
limited,0.0,-0.9,محدود
displaced,0.0,-0.9,بے گھر
vomiting,0.0,-0.9,الٹی
long-time,0.0,-0.9,طویل وقت
over-valuation,0.0,-0.9,زیادہ قیمت
unnaturally,0.0,-0.9,غیر فطری طور پر
wary,0.0,-0.9,ہوشیار
unproductive,0.0,-0.9,نتیجہ خیز
worsening,0.0,-0.9,بدتر
bewail,0.0,-0.9,رونا
trickery,0.0,-0.9,دھوکہ دہی
bemoan,0.0,-0.9,ماتم کرنا
harbors,0.0,-0.9,بندرگاہوں
bump,0.0,-0.9,ٹکرانا
aweful,0.0,-0.9,خوفناک
exterminate,0.0,-0.9,ختم کرنا
incapably,0.0,-0.9,نااہلی سے
insulted,0.0,-0.9,توہین
odd,0.0,-0.9,طاق
noisier,0.0,-0.9,شور
wanton,0.0,-0.9,چاہتے ہیں
stalemate,0.0,-0.9,تعطل
shark,0.0,-0.9,شارک
interruptions,0.0,-0.9,رکاوٹیں
achey,0.0,-0.9,درد کرنا
damage,0.0,-0.9,نقصان
obstacle,0.0,-0.9,رکاوٹ
slaughter,0.0,-0.9,ذبح
disrupt,0.0,-0.9,خلل ڈالنا
involuntarily,0.0,-0.9,غیر ارادی
rancor,0.0,-0.9,تلخی
allergies,0.0,-0.9,الرجی
passiveness,0.0,-0.9,غیر فعال
hard-line,0.0,-0.9,سخت لکیر
stormy,0.0,-0.9,طوفانی
worst,0.0,-0.9,بدترین
opinionated,0.0,-0.9,رائے دی گئی
foul,0.0,-0.9,گندے
furor,0.0,-0.9,غصہ
malign,0.0,-0.9,بدنام کرنا
miserableness,0.0,-0.9,بدبختی
doom,0.0,-0.9,عذاب
sober,0.0,-0.9,آرام سے
deplete,0.0,-0.9,ختم
carelessness,0.0,-0.9,لاپرواہی
disordered,0.0,-0.9,گستاخ
skittish,0.0,-0.9,اسکیٹیش
tepid,0.0,-0.9,بے چین
unneeded,0.0,-0.9,بغیر رکھے ہوئے
decay,0.0,-0.9,کشی
inconvenience,0.0,-0.9,تکلیف
lagged,0.0,-0.9,پیچھے رہ گیا
irrelevance,0.0,-0.9,غیر متعلق
leaky,0.0,-0.9,لیکی
swollen,0.0,-0.9,سوجن
belittling,0.0,-0.9,بیلٹٹنگ
downsides,0.0,-0.9,نیچے کی طرف
objection,0.0,-0.9,اعتراض
livid,0.0,-0.9,لیویڈ
pugnaciously,0.0,-0.9,pugnaciously
brute,0.0,-0.9,چوٹ
disconcert,0.0,-0.9,ناراضگی
smuttier,0.0,-0.9,دھواں دار
repugnance,0.0,-0.9,ملامت
slow,0.0,-0.9,سست
accusing,0.0,-0.9,الزام لگانا
belabor,0.0,-0.9,بیلبور
hampered,0.0,-0.9,رکاوٹ
disrespectfulness,0.0,-0.9,بے عزتی
travesty,0.0,-0.9,ٹراوٹی
sneer,0.0,-0.9,sneer
spoon-fed,0.0,-0.9,چمچ کھلایا
frets,0.0,-0.9,frets
uncompromisingly,0.0,-0.9,غیر سمجھوتہ سے
unhappiness,0.0,-0.9,دکھ
worried,0.0,-0.9,پریشان
creaking,0.0,-0.9,کریکنگ
clogged,0.0,-0.9,بھرا ہوا
racy,0.0,-0.9,نسل پرستی
jam,0.0,-0.9,گھنٹے
ultimatums,0.0,-0.9,الٹی میٹمز
deluge,0.0,-0.9,سیلاب
unappealing,0.0,-0.9,ناخوشگوار
freak,0.0,-0.9,پاگل
misgiving,0.0,-0.9,گمراہی
vengefully,0.0,-0.9,انتقام کے ساتھ
scant,0.0,-0.9,قلیل
coercive,0.0,-0.9,زبردستی
famine,0.0,-0.9,قحط
manipulate,0.0,-0.9,جوڑتوڑ
dropouts,0.0,-0.9,ڈراپ آؤٹ
cynical,0.0,-0.9,مذموم
poorest,0.0,-0.9,غریب ترین
procrastinates,0.0,-0.9,تاخیر
rape,0.0,-0.9,عصمت دری
wickedly,0.0,-0.9,شریر
misuse,0.0,-0.9,غلط استعمال
feverish,0.0,-0.9,بخار
disbelief,0.0,-0.9,کفر
deadbeat,0.0,-0.9,ڈیڈ بیٹ
babble,0.0,-0.9,بَبل
sourly,0.0,-0.9,ذرا سا
ragged,0.0,-0.9,چنگھاڑ
incomprehensible,0.0,-0.9,سمجھ سے باہر
forbid,0.0,-0.9,منع کریں
pales,0.0,-0.9,pales
desperation,0.0,-0.9,مایوسی
clogs,0.0,-0.9,کلوز
fiasco,0.0,-0.9,فیاسکو
worrier,0.0,-0.9,پریشان کن
calumniation,0.0,-0.9,حرارت
irks,0.0,-0.9,irks
knotted,0.0,-0.9,گرہ بند
rattle,0.0,-0.9,جھنجھٹ
vehemently,0.0,-0.9,سختی سے
eccentricity,0.0,-0.9,سنکی
betrays,0.0,-0.9,دھوکہ دینا
starkly,0.0,-0.9,سختی سے
niggles,0.0,-0.9,niggles
annoys,0.0,-0.9,ناراض
abscond,0.0,-0.9,مفرور
overthrow,0.0,-0.9,معزول کرنا
mudslinger,0.0,-0.9,مٹی سلنجر
non-confidence,0.0,-0.9,عدم اعتماد
tenuous,0.0,-0.9,سخت
fleeing,0.0,-0.9,فرار
traumatically,0.0,-0.9,صدمے سے
underestimate,0.0,-0.9,کم کرنا
funny,0.0,-0.9,مضحکہ خیز
insane,0.0,-0.9,پاگل
intolerable,0.0,-0.9,ناقابل برداشت
troubling,0.0,-0.9,پریشانی
occluding,0.0,-0.9,اوکولڈنگ
sunder,0.0,-0.9,سنڈر
inexperienced,0.0,-0.9,ناتجربہ کار
maltreatment,0.0,-0.9,بدتمیزی
crumples,0.0,-0.9,crumples
revulsion,0.0,-0.9,بغاوت
deterrent,0.0,-0.9,عبرت
defect,0.0,-0.9,عیب
wasting,0.0,-0.9,برباد
cannibal,0.0,-0.9,نربھال
traumatic,0.0,-0.9,تکلیف دہ
smells,0.0,-0.9,خوشبو آتی ہے
apocalyptic,0.0,-0.9,apocalyptic
demoralize,0.0,-0.9,مایوسی
drains,0.0,-0.9,نالیوں
lost,0.0,-0.9,کھو دیا
hopeless,0.0,-0.9,ناامید
imminence,0.0,-0.9,نزاکت
spooky,0.0,-0.9,ڈراونا
allergy,0.0,-0.9,الرجی
defective,0.0,-0.9,عیب دار
lunatic,0.0,-0.9,پاگل
intolerance,0.0,-0.9,عدم برداشت
ploy,0.0,-0.9,چال
tortures,0.0,-0.9,اذیتیں
cramped,0.0,-0.9,تنگ
disappointing,0.0,-0.9,مایوس کن
horrible,0.0,-0.9,خوفناک
disabled,0.0,-0.9,غیر فعال
hysterically,0.0,-0.9,پاکیزہ
divisive,0.0,-0.9,تفرقہ انگیز
indecency,0.0,-0.9,بے حیائی
confessions,0.0,-0.9,اعترافات
floored,0.0,-0.9,فرش
hesitant,0.0,-0.9,ہچکچا رہا
dissention,0.0,-0.9,اختلاف
infuriated,0.0,-0.9,مشتعل
blistering,0.0,-0.9,چھلکا
rusty,0.0,-0.9,زنگ آلود
delaying,0.0,-0.9,تاخیر
sardonic,0.0,-0.9,سارڈونک
taxing,0.0,-0.9,ٹیکس لگانا
debility,0.0,-0.9,پنڈت
rant,0.0,-0.9,rant
prik,0.0,-0.9,چکنا
inexorable,0.0,-0.9,ناتجربہ کار
undecided,0.0,-0.9,غیر منحرف
worry,0.0,-0.9,پریشانی
anarchy,0.0,-0.9,انتشار
confrontational,0.0,-0.9,محاذ آرائی
nightmarishly,0.0,-0.9,شبخوش
flare,0.0,-0.9,بھڑک اٹھنا
badly,0.0,-0.9,بری طرح
denounce,0.0,-0.9,مذمت کرنا
dilapidated,0.0,-0.9,خستہ حال
disturbed,0.0,-0.9,پریشان
finagle,0.0,-0.9,فنگل
mists,0.0,-0.9,mists
salacious,0.0,-0.9,قیمتی
tease,0.0,-0.9,تنگ کرنا
concens,0.0,-0.9,concens
doomed,0.0,-0.9,برباد
eruptions,0.0,-0.9,eruptions
halfhearted,0.0,-0.9,آدھے دِل سے
liable,0.0,-0.9,ذمہ دار
rigid,0.0,-0.9,سخت
slap,0.0,-0.9,تپپڑ
interfere,0.0,-0.9,مداخلت
unpredictable,0.0,-0.9,غیر متوقع
crafty,0.0,-0.9,چالاکی
aggressiveness,0.0,-0.9,جارحیت
grainy,0.0,-0.9,دانے دار
irreplacible,0.0,-0.9,ناقابل تلافی
struggle,0.0,-0.9,جدوجہد
unforeseen,0.0,-0.9,غیر متوقع
arduous,0.0,-0.9,مشکل
slowwww,0.0,-0.9,آہستہ
erratically,0.0,-0.9,غلطی سے
fascist,0.0,-0.9,فاشسٹ
antagonism,0.0,-0.9,دشمنی
frantically,0.0,-0.9,واضح طور پر
giddy,0.0,-0.9,giddy
irreconcilable,0.0,-0.9,ناقابل تسخیر
oppressively,0.0,-0.9,ظلم سے
slump,0.0,-0.9,پھسل جانا
thorny,0.0,-0.9,کانٹے دار
disadvantageous,0.0,-0.9,نقصان دہ
concessions,0.0,-0.9,مراعات
malicious,0.0,-0.9,بدنیتی پر مبنی
acrimonious,0.0,-0.9,تکلیف دہ
simplistically,0.0,-0.9,سادگی سے
irretrievable,0.0,-0.9,ناقابل تلافی
mendacity,0.0,-0.9,mendacity
paltry,0.0,-0.9,پالٹری
unresponsive,0.0,-0.9,غیرذمہ دار
glare,0.0,-0.9,چکاچوند
laughable,0.0,-0.9,ہنسی
pimple,0.0,-0.9,دلال
throbbing,0.0,-0.9,دھڑک رہا ہے
irrationals,0.0,-0.9,غیر معقول
horrendously,0.0,-0.9,خوفناک
dread,0.0,-0.9,خوف
usurp,0.0,-0.9,غصب کرنا
ugliest,0.0,-0.9,بدصورت
abused,0.0,-0.9,زیادتی
problem,0.0,-0.9,مسئلہ
zealot,0.0,-0.9,شدت پسند
denied,0.0,-0.9,انکار
ingrate,0.0,-0.9,ناشکرا
nastiness,0.0,-0.9,گھماؤ
brusque,0.0,-0.9,اچانک
discontentedly,0.0,-0.9,بے اطمینانی سے
spoilage,0.0,-0.9,خرابی
flareups,0.0,-0.9,بھڑک اٹھنا
unravel,0.0,-0.9,unravel
2-faced,0.0,-0.9,2 چہرے والا
testily,0.0,-0.9,گواہی کے ساتھ
stooges,0.0,-0.9,کٹھ پتلی
ignominiously,0.0,-0.9,ذلت آمیز
restricted,0.0,-0.9,محدود
grimace,0.0,-0.9,grimace
battered,0.0,-0.9,پیٹا ہوا
forgetfully,0.0,-0.9,بھول گیا
disparaging,0.0,-0.9,تکلیف دہ
bashful,0.0,-0.9,گستاخ
phobia,0.0,-0.9,فوبیا
ravage,0.0,-0.9,تباہی
ruining,0.0,-0.9,برباد
puppet,0.0,-0.9,کٹھ پتلی
abort,0.0,-0.9,اسقاط حمل
shipwreck,0.0,-0.9,جہاز خراب
furious,0.0,-0.9,مشتعل
snappish,0.0,-0.9,سنیپش
disregardful,0.0,-0.9,نظرانداز
expulse,0.0,-0.9,مجبور کیا
ludicrously,0.0,-0.9,مضحکہ خیز
audacious,0.0,-0.9,بہادر
fickle,0.0,-0.9,چنچل
assail,0.0,-0.9,حملہ
incongruously,0.0,-0.9,inc incruruously
bleakly,0.0,-0.9,دھندلا پن
quack,0.0,-0.9,کوئیک
incompliant,0.0,-0.9,متضاد
idiot,0.0,-0.9,بیوقوف
detriment,0.0,-0.9,نقصان
overpayed,0.0,-0.9,زیادہ ادائیگی
credulous,0.0,-0.9,ساکھ
irritant,0.0,-0.9,پریشان کن
overemphasize,0.0,-0.9,زیادہ سے زیادہ
ruinous,0.0,-0.9,برباد
scratch,0.0,-0.9,سکریچ
instability,0.0,-0.9,عدم استحکام
cautionary,0.0,-0.9,احتیاطی
mawkish,0.0,-0.9,mawishes
discouragement,0.0,-0.9,حوصلہ شکنی
inelegance,0.0,-0.9,عدم مساوات
job-killing,0.0,-0.9,نوکری
panic,0.0,-0.9,خوف و ہراس
uncomfortably,0.0,-0.9,بے چینی سے
grating,0.0,-0.9,grating
lurid,0.0,-0.9,lurid
disservice,0.0,-0.9,بربادی
picket,0.0,-0.9,پیکٹ
evil,0.0,-0.9,برائی
fucking,0.0,-0.9,اتارنا fucking
impudent,0.0,-0.9,باطل
irritate,0.0,-0.9,چڑچڑا ہونا
unsound,0.0,-0.9,بے بنیاد
dilly-dally,0.0,-0.9,dilly-dally
fearsome,0.0,-0.9,خوفناک
tyranny,0.0,-0.9,ظلم
impending,0.0,-0.9,آسنن
unable,0.0,-0.9,ناکارہ
left-leaning,0.0,-0.9,بائیں جھکاؤ
slowed,0.0,-0.9,سست
douchebags,0.0,-0.9,ڈوچ بیگ
enslave,0.0,-0.9,غلامی کرنا
pokey,0.0,-0.9,پوکی
morbidly,0.0,-0.9,بدمعاش
rhetoric,0.0,-0.9,بیان بازی
drop-outs,0.0,-0.9,ڈراپ آؤٹ
irreformable,0.0,-0.9,ناقابل تلافی
multi-polarization,0.0,-0.9,کثیر پولرائزیشن
naughty,0.0,-0.9,شرارتی
scarcity,0.0,-0.9,قلت
restrictive,0.0,-0.9,پابندی والا
deter,0.0,-0.9,روکنا
severe,0.0,-0.9,شدید
needless,0.0,-0.9,بے ضرورت
altercation,0.0,-0.9,تکرار
suspect,0.0,-0.9,مشتبہ
torturously,0.0,-0.9,اذیت سے
inaccuracies,0.0,-0.9,غلطیاں
lawbreaking,0.0,-0.9,قانون شکنی
rigidity,0.0,-0.9,سختی
catastrophe,0.0,-0.9,تباہی
sagged,0.0,-0.9,ڈگمگ گیا
muscle-flexing,0.0,-0.9,پٹھوں کو لچکانا
indiscernible,0.0,-0.9,indiscernible
indignation,0.0,-0.9,غصہ
bash,0.0,-0.9,باز
die-hard,0.0,-0.9,مشکل سے مرنا
virulent,0.0,-0.9,وحشی
weaker,0.0,-0.9,کمزور
dismal,0.0,-0.9,مایوس کن
steeply,0.0,-0.9,کھڑی طور پر
ranting,0.0,-0.9,ریسینٹنگ
brutalities,0.0,-0.9,سفاکیت
egregiously,0.0,-0.9,بے حد
licentiousness,0.0,-0.9,لاقانونیت
muddle,0.0,-0.9,گڑبڑ
oddity,0.0,-0.9,عجیب
deplore,0.0,-0.9,افلاس
resignation,0.0,-0.9,استعفی
sucks,0.0,-0.9,بیکار ہے
illogic,0.0,-0.9,غیر منطقی
hegemonistic,0.0,-0.9,hegemonistic
deaf,0.0,-0.9,بہرا
ridiculous,0.0,-0.9,مضحکہ خیز
excruciating,0.0,-0.9,اچھ .ا
spookily,0.0,-0.9,ڈھنگ سے
browbeat,0.0,-0.9,براؤبیٹ
horrifys,0.0,-0.9,خوفناک
admonishment,0.0,-0.9,نصیحت
frustratingly,0.0,-0.9,مایوسی سے
rascals,0.0,-0.9,بدمعاشوں
blemish,0.0,-0.9,داغ
underdog,0.0,-0.9,زیرکیا
improbability,0.0,-0.9,ناممکنات
gracelessly,0.0,-0.9,بےپرواہی سے
wimpy,0.0,-0.9,ویمپی
losing,0.0,-0.9,ہارنا
punish,0.0,-0.9,سزا دینا
fatally,0.0,-0.9,جان لیوا
abrasive,0.0,-0.9,کھرچنے والا
destruction,0.0,-0.9,تباہی
dripping,0.0,-0.9,ٹپکاو
gruesome,0.0,-0.9,لرزہ خیز
negativity,0.0,-0.9,منفی
disgusted,0.0,-0.9,ناگوار
occludes,0.0,-0.9,اولوڈز
infringements,0.0,-0.9,خلاف ورزیوں
bragger,0.0,-0.9,فخر
erosion,0.0,-0.9,کٹاؤ
blurs,0.0,-0.9,blurs
unnatural,0.0,-0.9,غیر فطری
confusing,0.0,-0.9,مبہم
depression,0.0,-0.9,ذہنی دباؤ
cringe,0.0,-0.9,کرینج
disconsolately,0.0,-0.9,بے ڈھنگ سے
irritably,0.0,-0.9,چڑچڑاپن سے
oppressiveness,0.0,-0.9,ظلم
allege,0.0,-0.9,الزام لگانا
heinous,0.0,-0.9,گھناؤنی
frustrated,0.0,-0.9,مایوس
stutter,0.0,-0.9,ہلچل
knife,0.0,-0.9,چاقو
crowdedness,0.0,-0.9,بھیڑ
tentative,0.0,-0.9,عارضی
back-woods,0.0,-0.9,پیچھے جنگل
depress,0.0,-0.9,افسردگی
frozen,0.0,-0.9,منجمد
failed,0.0,-0.9,ناکام
gnawing,0.0,-0.9,چوبنا
anarchist,0.0,-0.9,انارکیسٹ
distasteful,0.0,-0.9,پریشان کن
grudge,0.0,-0.9,رنجش
misguided,0.0,-0.9,گمراہ
mourn,0.0,-0.9,ماتم کرنا
smother,0.0,-0.9,گلا گھونٹنا
zapped,0.0,-0.9,zapped
beware,0.0,-0.9,خبردار
confusions,0.0,-0.9,الجھنوں
disgruntle,0.0,-0.9,ناراضگی
indeterminable,0.0,-0.9,غیر یقینی
adversary,0.0,-0.9,مخالف
ironical,0.0,-0.9,ستم ظریفی
unwillingly,0.0,-0.9,ناپسندیدہ
villainous,0.0,-0.9,ھلنایک
irrepressible,0.0,-0.9,ناقابل تلافی
hotheaded,0.0,-0.9,گرم مزاج
bungle,0.0,-0.9,بنگلہ
weaknesses,0.0,-0.9,کمزوریاں
annoyance,0.0,-0.9,ناراضگی
repugnantly,0.0,-0.9,repugnantly
kooky,0.0,-0.9,کوکی
brutality,0.0,-0.9,بربریت
futility,0.0,-0.9,فضولیت
injure,0.0,-0.9,زخمی
shadowy,0.0,-0.9,سایہ دار
defile,0.0,-0.9,پریڈ
nonresponsive,0.0,-0.9,غیرذمہ دار
smash,0.0,-0.9,توڑ
gauche,0.0,-0.9,بائیں
stuttered,0.0,-0.9,بکھرے ہوئے
creepy,0.0,-0.9,عجیب
dull,0.0,-0.9,سست
failures,0.0,-0.9,ناکامیاں
congested,0.0,-0.9,بھیڑ
contaminating,0.0,-0.9,آلودگی
vibrate,0.0,-0.9,کمپن
messed,0.0,-0.9,گڑبڑ
antagonize,0.0,-0.9,دشمنی کرنا
deceit,0.0,-0.9,دھوکہ دہی
bruises,0.0,-0.9,چوٹوں
involuntary,0.0,-0.9,از خود
listless,0.0,-0.9,لسٹ لیس
quarrels,0.0,-0.9,جھگڑے
melodramatic,0.0,-0.9,میلوڈرایمٹک
blow,0.0,-0.9,اڑا
offend,0.0,-0.9,ناراض ہونا
crumpled,0.0,-0.9,چکنا چور
shallow,0.0,-0.9,اتلی
