Term,PosScore,NegScore,Bangla
slothful,0.0,-0.9,অলস
woe,0.0,-0.9,দুর্ভাগ্য
inconsistencies,0.0,-0.9,অসঙ্গতি
errant,0.0,-0.9,ভ্রমণরত
rusts,0.0,-0.9,rusts
demonize,0.0,-0.9,চক্রান্ত
wheedle,0.0,-0.9,প্রতারিত করা
distressing,0.0,-0.9,পীড়াদায়ক
argumentative,0.0,-0.9,বিতর্কমূলক
blockage,0.0,-0.9,প্রতিবন্ধকতা
complaints,0.0,-0.9,অভিযোগ
fatigued,0.0,-0.9,অবসন্ন
irking,0.0,-0.9,irking
kills,0.0,-0.9,মেরে
lambast,0.0,-0.9,lambast
ineloquent,0.0,-0.9,ineloquent
scary,0.0,-0.9,ভীতিকর
groundless,0.0,-0.9,ভিত্তিহীন
ignoble,0.0,-0.9,ঘৃণ্য
sticky,0.0,-0.9,আঠাল
aggression,0.0,-0.9,আক্রমণ
deception,0.0,-0.9,প্রতারণা
malaise,0.0,-0.9,অস্বস্তি
aimless,0.0,-0.9,উদ্দেশ্যহীন
misapprehend,0.0,-0.9,ভুল অর্থে গ্রহণ করা
nervous,0.0,-0.9,স্নায়বিক
commonplace,0.0,-0.9,প্রাকৃত
awfully,0.0,-0.9,অতিশয়
bitchy,0.0,-0.9,বিদ্বেষপরায়ণ
tingling,0.0,-0.9,রণন
stubborn,0.0,-0.9,একগুঁয়ে
gawky,0.0,-0.9,জবুথবু
dastardly,0.0,-0.9,কাপুধ়ষোচিত
propagandize,0.0,-0.9,propagandize
contaminated,0.0,-0.9,কলুষিত
shamelessly,0.0,-0.9,নির্লজ্জভাবে
scathingly,0.0,-0.9,scathingly
detracts,0.0,-0.9,এমনভাবে
discontented,0.0,-0.9,অসন্তুষ্ট
vile,0.0,-0.9,ভিলা
bloated,0.0,-0.9,স্ফীত
worrying,0.0,-0.9,উদ্বেজক
devilment,0.0,-0.9,দুষ্ঠামি
sickening,0.0,-0.9,বিরক্তিকর
smudge,0.0,-0.9,নোংরা দাগ
repression,0.0,-0.9,দমন
joke,0.0,-0.9,রসিকতা
snagged,0.0,-0.9,snagged
sully,0.0,-0.9,নোংরা করা
dearth,0.0,-0.9,অভাব
hardhearted,0.0,-0.9,নিষ্ঠুর
rebuff,0.0,-0.9,ধমক
exhausted,0.0,-0.9,ক্লান্ত
screwed,0.0,-0.9,স্ক্রুড
scum,0.0,-0.9,গাদ
silly,0.0,-0.9,নিরীহ
decrepitude,0.0,-0.9,জরাজীর্ণতা
steals,0.0,-0.9,স্টিলস
lurking,0.0,-0.9,লুকোনোর
collude,0.0,-0.9,আঁতাত
botch,0.0,-0.9,বিশ্রী দাগ
sunken,0.0,-0.9,মগ্ন
dispiritedly,0.0,-0.9,dispiritedly
gimmick,0.0,-0.9,প্রতারণাপূর্ণ কৌশল
helplessness,0.0,-0.9,অনুপায়
tedious,0.0,-0.9,দুরূহ
shambles,0.0,-0.9,বাজারে কসাইর দোকান
deprecate,0.0,-0.9,অনুমোদন প্রত্যাহার
smelly,0.0,-0.9,দুর্গন্ধযুক্ত
illogical,0.0,-0.9,অযৌক্তিক
stereotype,0.0,-0.9,বাঁধাধরা
wane,0.0,-0.9,ক্ষয়
jeering,0.0,-0.9,বিদ্রুপকারী
dizzy,0.0,-0.9,হতবুদ্ধি
battering,0.0,-0.9,battering
fails,0.0,-0.9,ব্যর্থ
bugs,0.0,-0.9,বাগ
cry,0.0,-0.9,কান্না
unwarranted,0.0,-0.9,অন্যায্য
overbearing,0.0,-0.9,উদ্ধত
riled,0.0,-0.9,riled
disagree,0.0,-0.9,অসম্মতি
remorseful,0.0,-0.9,অনুতপ্ত
idiots,0.0,-0.9,ইডিয়টের
scarier,0.0,-0.9,scarier
unsuccessful,0.0,-0.9,ব্যার্থ
frenetic,0.0,-0.9,ফ্যানাটিক
anti-proliferation,0.0,-0.9,বিরোধী বিস্তার
disasterous,0.0,-0.9,disasterous
adversarial,0.0,-0.9,adversarial
expropriate,0.0,-0.9,দখলচু্যত করা
fright,0.0,-0.9,ভয়
glum,0.0,-0.9,বিষাদগ্রস্ত
mangling,0.0,-0.9,mangling
outraged,0.0,-0.9,ক্ষুব্ধ
threesome,0.0,-0.9,ত্রয়ী
besmirch,0.0,-0.9,কলঙ্কিত করা
unsuccessfully,0.0,-0.9,অসফল
clique,0.0,-0.9,ক্লিক
snagging,0.0,-0.9,snagging
smugly,0.0,-0.9,smugly
unsettle,0.0,-0.9,অতিষ্ঠ করা
resurgent,0.0,-0.9,পুনরূদীয়মান
discriminate,0.0,-0.9,ৈবষময্
disregard,0.0,-0.9,উপেক্ষা
biases,0.0,-0.9,গোঁড়ামির
scandalously,0.0,-0.9,কলঙ্কপূর্ণভাবে
unusually,0.0,-0.9,অসাধারণভাবে
slanderous,0.0,-0.9,অসূয়াপূর্ন
taboo,0.0,-0.9,নিষিদ্ধ
hypocrite,0.0,-0.9,ভণ্ড
unnerved,0.0,-0.9,বিচলিত
addict,0.0,-0.9,উপসেবক
crueler,0.0,-0.9,crueler
fib,0.0,-0.9,গুল
disaffect,0.0,-0.9,disaffect
weed,0.0,-0.9,গাঁজা
condescension,0.0,-0.9,অনুকংপা
hopelessness,0.0,-0.9,আশাহীনতা
misguidance,0.0,-0.9,পথভ্রষ্টতায়
regressive,0.0,-0.9,প্রত্যাবর্তী
unlamentably,0.0,-0.9,unlamentably
useless,0.0,-0.9,বেহুদা
emaciated,0.0,-0.9,কৃশ
blandish,0.0,-0.9,মানান
afraid,0.0,-0.9,ভীত
calumniate,0.0,-0.9,পরনিন্দা করা
venomously,0.0,-0.9,venomously
disown,0.0,-0.9,ত্যাজ্য করা
womanizer,0.0,-0.9,অসচ্চরিত্র ব্যক্তি
rifts,0.0,-0.9,ফাটল
ax,0.0,-0.9,কুঠার
mangled,0.0,-0.9,mangled
sobering,0.0,-0.9,গুরুগম্ভীর
fraudulent,0.0,-0.9,প্রতারণাপূর্ণ
inundated,0.0,-0.9,প্লাবিত
jeers,0.0,-0.9,jeers
seethe,0.0,-0.9,সিদ্ধ করা
feckless,0.0,-0.9,অসহায়
bleakness,0.0,-0.9,নগ্নতা
imprison,0.0,-0.9,কয়েদ করা
detest,0.0,-0.9,ঘৃণা করা
dishearten,0.0,-0.9,নিরূত্সাহ করা
short-lived,0.0,-0.9,সংক্ষিপ্ত ছিলো
disbeliever,0.0,-0.9,অবিশ্বাসী
poisonously,0.0,-0.9,poisonously
disapprobation,0.0,-0.9,অননুমোদন
negate,0.0,-0.9,অস্বীকার করা
pestilent,0.0,-0.9,ক্ষতিকারক
recoil,0.0,-0.9,পশ্চাদপসরণ
laughingstock,0.0,-0.9,হাসির পাত্র
retaliate,0.0,-0.9,প্রতিহিংসা গ্রহণ করা
spite,0.0,-0.9,বিদ্বেষ
dissident,0.0,-0.9,ভিন্নমতাবলন্বী
spook,0.0,-0.9,ভূত
languid,0.0,-0.9,অবসন্ন
extortion,0.0,-0.9,চাঁদাবাজি
corrode,0.0,-0.9,জারা
dismissively,0.0,-0.9,dismissively
misleading,0.0,-0.9,বিভ্রান্তিকর
insurrection,0.0,-0.9,বিদ্রোহ
defiler,0.0,-0.9,defiler
lackluster,0.0,-0.9,নিষ্প্রভ
shroud,0.0,-0.9,আবরণ
distress,0.0,-0.9,মর্মপীড়া
shrill,0.0,-0.9,উগ্র
oddities,0.0,-0.9,oddities
calumny,0.0,-0.9,অপবাদ
overloaded,0.0,-0.9,ওভারলোড
detracting,0.0,-0.9,detracting
flagrantly,0.0,-0.9,flagrantly
friggin,0.0,-0.9,friggin
curt,0.0,-0.9,চাঁচাছোলা
huckster,0.0,-0.9,ফেরি করা
cynicism,0.0,-0.9,অসূয়া
detract,0.0,-0.9,খর্ব করা
anxieties,0.0,-0.9,উদ্বিগ্নতা
outrageously,0.0,-0.9,অসংযতভাবে
restrict,0.0,-0.9,সীমাবদ্ধ করা
sorry,0.0,-0.9,দুঃখিত
bribery,0.0,-0.9,উত্কোচ গ্রহণ
regress,0.0,-0.9,regress
washed-out,0.0,-0.9,নিস্তেজ হইয়া পড়িয়াছে এমন
meddle,0.0,-0.9,মাথা ঘামান
apprehensively,0.0,-0.9,apprehensively
hiss,0.0,-0.9,অনুভব করা
rankle,0.0,-0.9,যন্ত্রণাদায়কভাবে পাকান
cripple,0.0,-0.9,পঙ্গু
self-destructive,0.0,-0.9,আত্ম বিনাশক
mishandle,0.0,-0.9,খারাপ ব্যবহার
disconsolate,0.0,-0.9,সান্ত্বনার অসাধ্য
petrified,0.0,-0.9,সংরক্ষিত
occluded,0.0,-0.9,occluded
debaser,0.0,-0.9,debaser
rattles,0.0,-0.9,ঝুমঝুমি
evildoer,0.0,-0.9,দুর্বৃত্ত
shortchange,0.0,-0.9,shortchange
boredom,0.0,-0.9,একঘেয়েমি
touchy,0.0,-0.9,স্পর্শকাতরতা
warning,0.0,-0.9,সাবধানবাণী
languorously,0.0,-0.9,languorously
flirty,0.0,-0.9,ফ্লার্ট
unjustly,0.0,-0.9,অযথা
braggart,0.0,-0.9,দম্ভপূর্ণ
harmful,0.0,-0.9,ক্ষতিকর
overawe,0.0,-0.9,বশীভূত করা
mediocrity,0.0,-0.9,মধ্যম অবস্থা
overthrows,0.0,-0.9,উৎখাত
timidity,0.0,-0.9,ভীরু ভাব
blunders,0.0,-0.9,সাঙ্ঘাতিক ভুল
conscons,0.0,-0.9,conscons
skeletons,0.0,-0.9,কঙ্কাল
sensationalize,0.0,-0.9,রোমাঞ্চকর
balk,0.0,-0.9,মরীচি
discompose,0.0,-0.9,অস্থির করা
second-class,0.0,-0.9,দ্বিতীয় শ্রেণী
discriminatory,0.0,-0.9,পক্ষপাতমূলক
degrade,0.0,-0.9,অধ: পতন করা
disconcertingly,0.0,-0.9,disconcertingly
fudge,0.0,-0.9,অর্থহীন
envious,0.0,-0.9,পরশ্রীকাতর
fragmented,0.0,-0.9,খন্ড খন্ড হয়ে ছড়িয়ে
annoyances,0.0,-0.9,annoyances
scandalize,0.0,-0.9,কলঙ্কিত করা
squirm,0.0,-0.9,squirm
cruelty,0.0,-0.9,নিষ্ঠুরতা
reprehension,0.0,-0.9,নিন্দা
stringent,0.0,-0.9,কঠোর
stingy,0.0,-0.9,বখিল
throttle,0.0,-0.9,শ্বাসনালী
disconcerted,0.0,-0.9,বিভ্রান্ত
disconcerting,0.0,-0.9,disconcerting
ashamed,0.0,-0.9,লজ্জিত
declining,0.0,-0.9,পড়ন্ত
plot,0.0,-0.9,পটভূমি
dreadfulness,0.0,-0.9,dreadfulness
fallout,0.0,-0.9,বিপর্যয়
improper,0.0,-0.9,অপ্রকৃত
skeptical,0.0,-0.9,সন্দেহপ্রবণ
daunt,0.0,-0.9,ভীত করা
affront,0.0,-0.9,অপমান করা
bewildered,0.0,-0.9,বুদ্ধিভ্রষ্ট
distains,0.0,-0.9,distains
smelled,0.0,-0.9,গন্ধ পাই
flirt,0.0,-0.9,ছিনাল
boggle,0.0,-0.9,ভয়ে চমকাইয়া ত্তঠা
hysteria,0.0,-0.9,হিস্টিরিয়া
worsen,0.0,-0.9,খারাপ করা
screech,0.0,-0.9,কর্কশ তীক্ষ্ন ধ্বনি করা
orphan,0.0,-0.9,অনাথ
counter-productive,0.0,-0.9,পাল্টা উত্পাদনশীল
irksome,0.0,-0.9,ভোগানে
complains,0.0,-0.9,অভিযোগ
acrimony,0.0,-0.9,মেজাজ আচরণ ভাষা প্রভৃতির রুক্ষতা
disintegrated,0.0,-0.9,ভাঙ্গা
life-threatening,0.0,-0.9,জীবন-নাশক
satirize,0.0,-0.9,satirize
unstable,0.0,-0.9,অস্থিতিশীল
berate,0.0,-0.9,পরামর্শ
rotten,0.0,-0.9,পচা
declaim,0.0,-0.9,আবৃত্তি করা
illusions,0.0,-0.9,ভ্রম বা মায়া
kill,0.0,-0.9,হত্যা
rantingly,0.0,-0.9,rantingly
hopelessly,0.0,-0.9,আশাহত ভাবে
dissuasive,0.0,-0.9,dissuasive
berserk,0.0,-0.9,পাগল
snags,0.0,-0.9,যান্ত্রিক ত্রুটির কারণে ধামরাইয়ে
self-defeating,0.0,-0.9,স্ব-পরাজিত
horrendous,0.0,-0.9,ভয়ঙ্কর
onslaught,0.0,-0.9,আক্রমণ
broken,0.0,-0.9,ভাঙ্গা
thankless,0.0,-0.9,অকৃতজ্ঞ
imprecisely,0.0,-0.9,imprecisely
bully,0.0,-0.9,চমত্কার
god-awful,0.0,-0.9,্যগু
disaffirm,0.0,-0.9,ত্যাজ্য করা
crappy,0.0,-0.9,ন্যক্কারজনক
splitting,0.0,-0.9,বিদারক
unconvincingly,0.0,-0.9,unconvincingly
animosity,0.0,-0.9,বিদ্বেষ
inconsistency,0.0,-0.9,অসঙ্গতি
jagged,0.0,-0.9,খাঁজকাটা
mundane,0.0,-0.9,জাগতিক
inanely,0.0,-0.9,inanely
broken-hearted,0.0,-0.9,ভাঙ্গা হৃদয়
immorality,0.0,-0.9,ব্যভিচার
irritation,0.0,-0.9,উপদ্রব
oppressive,0.0,-0.9,অত্যাচারী
overrun,0.0,-0.9,পদদলিত
ironic,0.0,-0.9,বিদ্রূপাত্মক
torturing,0.0,-0.9,নির্যাতন
stupified,0.0,-0.9,stupified
moan,0.0,-0.9,ক্রন্দন
selfishness,0.0,-0.9,আত্মম্ভরিতা
drawbacks,0.0,-0.9,অপূর্ণতা
prejudge,0.0,-0.9,শুনিয়াই অপরাধী সাব্যস্ত
staid,0.0,-0.9,অটল
blasphemy,0.0,-0.9,ধর্মনিন্দা
stink,0.0,-0.9,দুর্গন্ধ
ache,0.0,-0.9,ব্যাথা
sneeringly,0.0,-0.9,sneeringly
blunt,0.0,-0.9,ভোঁতা
forlorn,0.0,-0.9,অবহেলিত
jittery,0.0,-0.9,নার্ভাস
dissatisfy,0.0,-0.9,অখুশি করা
melodramatically,0.0,-0.9,melodramatically
vehement,0.0,-0.9,তীব্রভাবে
inaccurately,0.0,-0.9,ভুলভাবে
slooow,0.0,-0.9,slooow
temerity,0.0,-0.9,হঠকারিতা
irrelevant,0.0,-0.9,অপ্রাসঙ্গিক
deceptive,0.0,-0.9,বিভ্রান্তিকর
heretic,0.0,-0.9,পাষণ্ড
disingenuously,0.0,-0.9,disingenuously
ineffectually,0.0,-0.9,ineffectually
impetuously,0.0,-0.9,impetuously
insecurity,0.0,-0.9,অনিরাপত্তা
irritable,0.0,-0.9,খিট্খিটে
defame,0.0,-0.9,কুত্সা করা
discredit,0.0,-0.9,সম্মানহানি
furiously,0.0,-0.9,উন্মত্তবৎ
inhibition,0.0,-0.9,নিষেধ
precarious,0.0,-0.9,নিরাপত্তাহীন
disrespectablity,0.0,-0.9,disrespectablity
scandals,0.0,-0.9,কেলেঙ্কারিতে
difficulty,0.0,-0.9,অসুবিধা
manic,0.0,-0.9,খেদোন্মত্ত
chastise,0.0,-0.9,তাড়ন করা
lonely,0.0,-0.9,একাকী
crack,0.0,-0.9,ফাটল
jobless,0.0,-0.9,বেকার
indiscriminately,0.0,-0.9,অবিশেষে
obnoxious,0.0,-0.9,আপত্তিকর
jeopardize,0.0,-0.9,বিপন্ন
oppositions,0.0,-0.9,বিরোধীদল
compulsion,0.0,-0.9,বাধ্যবাধকতা
debatable,0.0,-0.9,তর্কসাধ্য
procrastination,0.0,-0.9,গড়িমসি
temptation,0.0,-0.9,প্রলোভন
opposition,0.0,-0.9,বিরোধী দল
loath,0.0,-0.9,অরাজি
rumbling,0.0,-0.9,গজরানি
scare,0.0,-0.9,ভীতি
famished,0.0,-0.9,ক্ষুধাকাতর
miscalculation,0.0,-0.9,ভুল
timid,0.0,-0.9,ভীতু
infringe,0.0,-0.9,লঙ্ঘন করা
flickers,0.0,-0.9,flickers
unfavorable,0.0,-0.9,প্রতিকূল
relentlessness,0.0,-0.9,relentlessness
fastidious,0.0,-0.9,খুঁতখুঁতে
disloyalty,0.0,-0.9,বিশ্বাসঘাতকতা
wreck,0.0,-0.9,ধ্বংস
peevish,0.0,-0.9,বদরাগী
ineloquently,0.0,-0.9,ineloquently
enfeeble,0.0,-0.9,শক্তিহীন করা
anomalous,0.0,-0.9,ব্যতিক্রমী
grudges,0.0,-0.9,অসন্তোষ
impatience,0.0,-0.9,অস্থিরতা
menace,0.0,-0.9,হুমকি
screw-up,0.0,-0.9,স্ক্রু-আপ
boisterous,0.0,-0.9,ভীম
sloth,0.0,-0.9,আলস্য
dejectedly,0.0,-0.9,বিষণ্নভাবে
frost,0.0,-0.9,তুষার
apocalypse,0.0,-0.9,রহস্যোদ্ঘাটন
leaking,0.0,-0.9,লিক
zaps,0.0,-0.9,zaps
outrageous,0.0,-0.9,ভয়ানক
sickeningly,0.0,-0.9,sickeningly
stinks,0.0,-0.9,ডুবতে
self-humiliation,0.0,-0.9,স্ব-অপমান
mawkishness,0.0,-0.9,ন্যাকাপনা
disappoint,0.0,-0.9,নিরাশ
awful,0.0,-0.9,"ভয়াবহ, আতঙ্কজনক"
pathetic,0.0,-0.9,হৃদয়স্পর্শী
horrifying,0.0,-0.9,ভয়াবহ
bs,0.0,-0.9,BS
irredeemably,0.0,-0.9,irredeemably
contradict,0.0,-0.9,অস্বীকার করা
sketchy,0.0,-0.9,অসম্পূর্ণ
quarrellously,0.0,-0.9,quarrellously
loner,0.0,-0.9,সৈকতে
plunderer,0.0,-0.9,ডাকু
tin-y,0.0,-0.9,টিনের Y
illegitimate,0.0,-0.9,অবৈধ
nuisance,0.0,-0.9,উপদ্রব
macabre,0.0,-0.9,করাল
hothouse,0.0,-0.9,বেশ্যালয়
bogus,0.0,-0.9,বাজে
erratic,0.0,-0.9,অনিশ্চিত
mistakenly,0.0,-0.9,ভুল করে
sacrificed,0.0,-0.9,বলিদানকৃত
maliciousness,0.0,-0.9,হিংসায়
desiccated,0.0,-0.9,শুষ্ক
ultra-hardline,0.0,-0.9,অতি কট্টরপন্থী
scolding,0.0,-0.9,খিঁচুনি
mortify,0.0,-0.9,বিকল করা
ruthless,0.0,-0.9,দয়ালু নয় এমন
whores,0.0,-0.9,বেশ্যা
vain,0.0,-0.9,কেবল
ill-natured,0.0,-0.9,কোন্দলে
snub,0.0,-0.9,তিরস্কার
indiscreet,0.0,-0.9,অদূরদর্শী
apprehensions,0.0,-0.9,আশঙ্কা
flabbergasted,0.0,-0.9,আক্কেল গুড়ুম
disgusting,0.0,-0.9,ন্যক্কারজনক
harm,0.0,-0.9,ক্ষতি
incomprehension,0.0,-0.9,উপলব্ধির অভাব
grief,0.0,-0.9,বিষাদ
inflationary,0.0,-0.9,মুদ্রাস্ফীতিজনিত
fragile,0.0,-0.9,ভঙ্গুর
stereotypically,0.0,-0.9,stereotypically
degenerate,0.0,-0.9,অধ: পতিত
disagreeably,0.0,-0.9,disagreeably
obscures,0.0,-0.9,অস্পষ্ট
transgress,0.0,-0.9,সীমালংঘনকারী
denying,0.0,-0.9,আত্মত্যাগী
excuses,0.0,-0.9,অজুহাত
cravenly,0.0,-0.9,cravenly
rivalry,0.0,-0.9,দ্বন্দ্ব
proprietary,0.0,-0.9,মালিকানা
impious,0.0,-0.9,অধার্মিক
breakup,0.0,-0.9,বিচ্ছিন্ন
vibrated,0.0,-0.9,আন্দোলিত
complaint,0.0,-0.9,অভিযোগ
monotonous,0.0,-0.9,একঘেয়ে
wobbles,0.0,-0.9,wobbles
diffidence,0.0,-0.9,কুণ্ঠা
hells,0.0,-0.9,Hells
prideful,0.0,-0.9,গর্বিত
pretentiously,0.0,-0.9,pretentiously
explosive,0.0,-0.9,বিস্ফোরক
election-rigger,0.0,-0.9,নির্বাচনের রিগস
enjoin,0.0,-0.9,নিষেধ করা
incompatibility,0.0,-0.9,অসঙ্গতি
refuse,0.0,-0.9,প্রত্যাখ্যান
unnerving,0.0,-0.9,সাহসশূন্য
sporadic,0.0,-0.9,বিক্ষিপ্ত
irony,0.0,-0.9,বিদ্রূপ
fall,0.0,-0.9,পড়া
banishment,0.0,-0.9,নির্বাসন
refusing,0.0,-0.9,অস্বীকার
disobedience,0.0,-0.9,অবাধ্যতা
stupor,0.0,-0.9,অসাড়তা
hater,0.0,-0.9,ঘৃণা
impenitent,0.0,-0.9,অননুতাপী
retarded,0.0,-0.9,মন্দীভূত
sillily,0.0,-0.9,sillily
outburst,0.0,-0.9,বিস্ফোরণ
mysteriously,0.0,-0.9,রহস্যজনকভাবে
offence,0.0,-0.9,অপরাধ
comical,0.0,-0.9,হাস্যরসাত্মক
gullible,0.0,-0.9,অতিসরল
omission,0.0,-0.9,ভ্রান্তি
enemies,0.0,-0.9,শত্রুদের
