Term,PosScore,NegScore,Telugu
wane,0.0,-0.9,క్షీణిస్తున్నట్లు
jeering,0.0,-0.9,jeering
dizzy,0.0,-0.9,డిజ్జి
battering,0.0,-0.9,battering
fails,0.0,-0.9,విఫలమైతే
bugs,0.0,-0.9,దోషాలు
cry,0.0,-0.9,క్రై
unwarranted,0.0,-0.9,అసమంజసమైన
overbearing,0.0,-0.9,లొంగదీసుకొని నిర్లక్ష్యంగా తయారుచేస్తుంది
riled,0.0,-0.9,పీడించాడు
disagree,0.0,-0.9,విభేదిస్తున్నారు
remorseful,0.0,-0.9,remorseful
idiots,0.0,-0.9,ఇడియట్స్
scarier,0.0,-0.9,ఇంకా భయం కలిగించే
unsuccessful,0.0,-0.9,విజయవంతం
frenetic,0.0,-0.9,ఆవేశపూరితమైన
anti-proliferation,0.0,-0.9,వ్యతిరేక వ్యాప్తితో
disasterous,0.0,-0.9,disasterous
adversarial,0.0,-0.9,పటిష్టమయిన
expropriate,0.0,-0.9,expropriate
fright,0.0,-0.9,భయపడిన
glum,0.0,-0.9,చిన్నబుచ్చుకొన్న
mangling,0.0,-0.9,మాంగిలింగ్
outraged,0.0,-0.9,ఆగ్రహం
threesome,0.0,-0.9,threesome
besmirch,0.0,-0.9,కీర్తి నష్టం
unsuccessfully,0.0,-0.9,విఫల
clique,0.0,-0.9,క్లిక్
snagging,0.0,-0.9,snagging
smugly,0.0,-0.9,దర్జాగా
unsettle,0.0,-0.9,కలయబెట్టు
resurgent,0.0,-0.9,పుంజుకున్న
discriminate,0.0,-0.9,వివక్ష
disregard,0.0,-0.9,నిరాకరణ
biases,0.0,-0.9,పక్షపాతాలు
scandalously,0.0,-0.9,అంశమేమిటంటే
unusually,0.0,-0.9,అసాధారణంగా
slanderous,0.0,-0.9,slanderous
taboo,0.0,-0.9,నిషిద్ధ
hypocrite,0.0,-0.9,కపటి
unnerved,0.0,-0.9,సంస్థ దుర్బలమైన
addict,0.0,-0.9,బానిస
crueler,0.0,-0.9,crueler
fib,0.0,-0.9,కల్ల
disaffect,0.0,-0.9,స్నేహభావం లేకుండా
weed,0.0,-0.9,కలుపు
condescension,0.0,-0.9,condescension
hopelessness,0.0,-0.9,నిరాశావాహ
misguidance,0.0,-0.9,misguidance
regressive,0.0,-0.9,తిరోగమన
unlamentably,0.0,-0.9,unlamentably
useless,0.0,-0.9,పనికిరాని
emaciated,0.0,-0.9,శుష్కించిన
blandish,0.0,-0.9,blandish
afraid,0.0,-0.9,భయపడటం
calumniate,0.0,-0.9,అప్రతిష్ఠపాలు
venomously,0.0,-0.9,venomously
disown,0.0,-0.9,సంబంధమును తెంచుకొను
womanizer,0.0,-0.9,ఉమనైజర్
rifts,0.0,-0.9,విభేదాలు
ax,0.0,-0.9,గొడ్డలి
mangled,0.0,-0.9,నిర్వాహిత
sobering,0.0,-0.9,హుందాగా
fraudulent,0.0,-0.9,మోసపూరిత
inundated,0.0,-0.9,ఉప్పొంగే
jeers,0.0,-0.9,jeers
seethe,0.0,-0.9,నురగలు
feckless,0.0,-0.9,ప్రభావరహితమైన
bleakness,0.0,-0.9,bleakness
imprison,0.0,-0.9,నిర్బంధించేందుకు
detest,0.0,-0.9,ద్వేషించడం
dishearten,0.0,-0.9,నిరుత్సాహపరుచునట్లు
short-lived,0.0,-0.9,స్వల్ప కాలిక
disbeliever,0.0,-0.9,వారు అవిశ్వాసులు
poisonously,0.0,-0.9,poisonously
disapprobation,0.0,-0.9,అసంగీకారం
negate,0.0,-0.9,ఎదుర్కోడానికి
pestilent,0.0,-0.9,విసుగు పుట్టించు
recoil,0.0,-0.9,పునఃస్థితి
laughingstock,0.0,-0.9,నవ్వులమూట
retaliate,0.0,-0.9,ప్రతిఘటిస్తారని
spite,0.0,-0.9,ఉన్నప్పటికీ
dissident,0.0,-0.9,అసంతృప్త
spook,0.0,-0.9,స్పూక్
languid,0.0,-0.9,అలసిన
extortion,0.0,-0.9,దోపిడీ
corrode,0.0,-0.9,క్రమంగా నశింపజేయు
dismissively,0.0,-0.9,తిరస్కరించడానికీ
misleading,0.0,-0.9,తప్పుదారి
insurrection,0.0,-0.9,ఈ తిరుగుబాటులో
defiler,0.0,-0.9,Defiler
lackluster,0.0,-0.9,పేలవమైన
shroud,0.0,-0.9,వస్త్రంలో
distress,0.0,-0.9,బాధ
shrill,0.0,-0.9,కీచు
oddities,0.0,-0.9,oddities
calumny,0.0,-0.9,అపనింద
overloaded,0.0,-0.9,ఓవర్లోడ్
detracting,0.0,-0.9,విలువ తగ్గించకుండా
flagrantly,0.0,-0.9,flagrantly
friggin,0.0,-0.9,friggin
curt,0.0,-0.9,కర్ట్
huckster,0.0,-0.9,వ్యాపారం చేయు
cynicism,0.0,-0.9,ద్వేషం
detract,0.0,-0.9,తీసివేయు
anxieties,0.0,-0.9,ఆందోళనను
outrageously,0.0,-0.9,outrageously
restrict,0.0,-0.9,పరిమితం
sorry,0.0,-0.9,క్షమించండి
bribery,0.0,-0.9,లంచం
regress,0.0,-0.9,ప్రతి గమనం
washed-out,0.0,-0.9,కొట్టుకుని పోతారు
meddle,0.0,-0.9,మెడెల్
apprehensively,0.0,-0.9,భయంభయంగా
hiss,0.0,-0.9,అనుభూతి
rankle,0.0,-0.9,rankle
cripple,0.0,-0.9,జరిగితే
self-destructive,0.0,-0.9,స్వీయ విధ్వంసక
mishandle,0.0,-0.9,ఆగడాలు
disconsolate,0.0,-0.9,నిరాశ
petrified,0.0,-0.9,గట్టిపడిన
occluded,0.0,-0.9,అవరోధ
debaser,0.0,-0.9,కల్తీ
rattles,0.0,-0.9,గిలక్కాయలు
evildoer,0.0,-0.9,నేరస్థునికి
shortchange,0.0,-0.9,shortchange
boredom,0.0,-0.9,విసుగుదల
touchy,0.0,-0.9,మండిపాటు
warning,0.0,-0.9,హెచ్చరిక
languorously,0.0,-0.9,languorously
flirty,0.0,-0.9,సరసాలాడుట
unjustly,0.0,-0.9,అన్యాయంగా
braggart,0.0,-0.9,braggart
harmful,0.0,-0.9,హానికర
overawe,0.0,-0.9,overawe
mediocrity,0.0,-0.9,సామాన్యత
overthrows,0.0,-0.9,ఓవర్ త్రోస్
timidity,0.0,-0.9,పిరికితనం
blunders,0.0,-0.9,బ్లన్డర్స్
conscons,0.0,-0.9,conscons
skeletons,0.0,-0.9,అస్థిపంజరాలు
sensationalize,0.0,-0.9,sensationalize
balk,0.0,-0.9,పుంజం
discompose,0.0,-0.9,మనసులో కల్లోలము
second-class,0.0,-0.9,రెండవ తరగతి
discriminatory,0.0,-0.9,వివక్షత
degrade,0.0,-0.9,అధోకరణం
disconcertingly,0.0,-0.9,disconcertingly
fudge,0.0,-0.9,ఫడ్జ్
envious,0.0,-0.9,అసూయపడే
fragmented,0.0,-0.9,ముక్కలయింది
annoyances,0.0,-0.9,చికాకులు
scandalize,0.0,-0.9,scandalize
squirm,0.0,-0.9,పెనుగులాడు
cruelty,0.0,-0.9,క్రూరత్వం
reprehension,0.0,-0.9,reprehension
stringent,0.0,-0.9,కఠినమైన
stingy,0.0,-0.9,ఔదార్యం
throttle,0.0,-0.9,థొరెటల్
disconcerted,0.0,-0.9,disconcerted
disconcerting,0.0,-0.9,ఒకింత
ashamed,0.0,-0.9,సిగ్గు
declining,0.0,-0.9,క్షీణిస్తున్న
plot,0.0,-0.9,ప్లాట్లు
dreadfulness,0.0,-0.9,dreadfulness
fallout,0.0,-0.9,పతనం
improper,0.0,-0.9,అక్రమ
skeptical,0.0,-0.9,అనుమానాస్పద
daunt,0.0,-0.9,నిరుత్సాహపరుచు
affront,0.0,-0.9,అమర్యాద
bewildered,0.0,-0.9,తికమకపెట్టే
distains,0.0,-0.9,distains
smelled,0.0,-0.9,వాసన పసిగట్టారు
flirt,0.0,-0.9,పరిహసముచేయు
boggle,0.0,-0.9,సందేహించు
hysteria,0.0,-0.9,మూర్ఛ
worsen,0.0,-0.9,క్షీణిస్తాయి
screech,0.0,-0.9,బిగ్గరగా అరచు
orphan,0.0,-0.9,అనాధ
counter-productive,0.0,-0.9,కౌంటర్ ఉత్పాదక
irksome,0.0,-0.9,irksome
complains,0.0,-0.9,ఫిర్యాదు
acrimony,0.0,-0.9,విరోధానికి
disintegrated,0.0,-0.9,పతనమైపోయింది
life-threatening,0.0,-0.9,ప్రాణహాని
satirize,0.0,-0.9,దూషించటం
unstable,0.0,-0.9,అస్థిర
berate,0.0,-0.9,సలహా
rotten,0.0,-0.9,కుళ్ళిన
declaim,0.0,-0.9,ఆవేశంగా
illusions,0.0,-0.9,భ్రమలు
kill,0.0,-0.9,కిల్
rantingly,0.0,-0.9,rantingly
hopelessly,0.0,-0.9,hopelessly
dissuasive,0.0,-0.9,dissuasive
berserk,0.0,-0.9,మోటుయోధుడు
snags,0.0,-0.9,ఎదురువడంతో
self-defeating,0.0,-0.9,స్వీయ ఓడించి
horrendous,0.0,-0.9,భయానక
onslaught,0.0,-0.9,దాడి
broken,0.0,-0.9,విరిగిన
thankless,0.0,-0.9,ఫలితము లేని
imprecisely,0.0,-0.9,imprecisely
bully,0.0,-0.9,రౌడీ
god-awful,0.0,-0.9,దేవుడు-భయంకర
disaffirm,0.0,-0.9,ఒప్పుకోకపోవుట
crappy,0.0,-0.9,crappy
splitting,0.0,-0.9,విభజన
unconvincingly,0.0,-0.9,మనసుకు తృప్తినీయని
animosity,0.0,-0.9,శత్రుత్వం
inconsistency,0.0,-0.9,అస్థిరత
jagged,0.0,-0.9,కత్తిరించిన
mundane,0.0,-0.9,లౌకిక
inanely,0.0,-0.9,inanely
broken-hearted,0.0,-0.9,విరిగిన మనసుతో
immorality,0.0,-0.9,అనైతిక
irritation,0.0,-0.9,చికాకు
oppressive,0.0,-0.9,భారంగా
overrun,0.0,-0.9,ఆక్రమిత
ironic,0.0,-0.9,విరుద్ధ
torturing,0.0,-0.9,చిత్రహింసలు
stupified,0.0,-0.9,stupified
moan,0.0,-0.9,వేదన
selfishness,0.0,-0.9,స్వార్ధం
drawbacks,0.0,-0.9,ప్రతిబంధకాలు
prejudge,0.0,-0.9,prejudge
staid,0.0,-0.9,ప్రశాంతమైన
blasphemy,0.0,-0.9,దైవదూషణ
stink,0.0,-0.9,దుర్గంధంతో
ache,0.0,-0.9,పోటు
sneeringly,0.0,-0.9,sneeringly
blunt,0.0,-0.9,మొద్దుబారిన
forlorn,0.0,-0.9,నిరాధారమైన
jittery,0.0,-0.9,jittery
dissatisfy,0.0,-0.9,ఆనందం లేకుండా
melodramatically,0.0,-0.9,melodramatically
vehement,0.0,-0.9,తీవ్రంగా
inaccurately,0.0,-0.9,తప్పుగా
slooow,0.0,-0.9,slooow
temerity,0.0,-0.9,temerity
irrelevant,0.0,-0.9,అసంబద్ధం
deceptive,0.0,-0.9,మోసపూరిత
heretic,0.0,-0.9,సంప్రదాయ వ్యతిరేకిగా
disingenuously,0.0,-0.9,disingenuously
ineffectually,0.0,-0.9,ineffectually
impetuously,0.0,-0.9,impetuously
insecurity,0.0,-0.9,అభద్రత
irritable,0.0,-0.9,ప్రకోప
defame,0.0,-0.9,నిందించు
discredit,0.0,-0.9,అవమాన పరచటానికి
furiously,0.0,-0.9,ప్రచండముగా
inhibition,0.0,-0.9,నిరోధం
precarious,0.0,-0.9,అనిశ్చిత
disrespectablity,0.0,-0.9,disrespectablity
scandals,0.0,-0.9,మోసాలు
difficulty,0.0,-0.9,కష్టం
manic,0.0,-0.9,మానిక్
chastise,0.0,-0.9,దండించే
lonely,0.0,-0.9,ఒంటరి
crack,0.0,-0.9,క్రాక్
jobless,0.0,-0.9,ఉద్యోగము లేకపోవటం ఉంటాయి
indiscriminately,0.0,-0.9,విచక్షణారహితంగా
obnoxious,0.0,-0.9,చెడ్డ
jeopardize,0.0,-0.9,హాని
oppositions,0.0,-0.9,ప్రతికూలత
compulsion,0.0,-0.9,బలవంతం
debatable,0.0,-0.9,చర్చనీయాంశంగా
procrastination,0.0,-0.9,procrastination
temptation,0.0,-0.9,టెంప్టేషన్
opposition,0.0,-0.9,ప్రతిపక్ష
loath,0.0,-0.9,ఇష్టపడరు
rumbling,0.0,-0.9,ఆధారమైనవి
scare,0.0,-0.9,భయ పెట్టు
famished,0.0,-0.9,ఆకలితో అల్లాడే
miscalculation,0.0,-0.9,తప్పు
timid,0.0,-0.9,దుర్బల
infringe,0.0,-0.9,వహించవని
flickers,0.0,-0.9,flickers
unfavorable,0.0,-0.9,అననుకూల
relentlessness,0.0,-0.9,relentlessness
fastidious,0.0,-0.9,సులభముగా
disloyalty,0.0,-0.9,అవిశ్వాసాన్ని
wreck,0.0,-0.9,శిధిలాల
peevish,0.0,-0.9,కోపించు
ineloquently,0.0,-0.9,ineloquently
enfeeble,0.0,-0.9,దుర్బలము
anomalous,0.0,-0.9,క్రమరహిత
grudges,0.0,-0.9,పగలు
impatience,0.0,-0.9,అసహనంతో
menace,0.0,-0.9,ముప్పు
screw-up,0.0,-0.9,స్క్రూ-అప్
boisterous,0.0,-0.9,అట్టహాసమైన
sloth,0.0,-0.9,బద్ధకం
dejectedly,0.0,-0.9,dejectedly
frost,0.0,-0.9,మంచు
apocalypse,0.0,-0.9,అపోకలిప్స్
leaking,0.0,-0.9,కారుట
zaps,0.0,-0.9,zaps
outrageous,0.0,-0.9,దారుణమైన
sickeningly,0.0,-0.9,sickeningly
stinks,0.0,-0.9,దుర్వాసన
self-humiliation,0.0,-0.9,స్వీయ అవమానించారు
mawkishness,0.0,-0.9,mawkishness
disappoint,0.0,-0.9,వైఫల్యము
awful,0.0,-0.9,భయంకర
pathetic,0.0,-0.9,విషాదకరమైన
horrifying,0.0,-0.9,భయానక
bs,0.0,-0.9,bs
irredeemably,0.0,-0.9,irredeemably
contradict,0.0,-0.9,వైరుధ్యంగా ఉంటాయి
sketchy,0.0,-0.9,నమూనాలను
quarrellously,0.0,-0.9,quarrellously
loner,0.0,-0.9,ఒంటరివాడు
plunderer,0.0,-0.9,plunderer
tin-y,0.0,-0.9,టిన్-y
illegitimate,0.0,-0.9,అక్రమ
nuisance,0.0,-0.9,విసుగుగా
macabre,0.0,-0.9,భయానక
hothouse,0.0,-0.9,స్థావరం
bogus,0.0,-0.9,బోగస్
erratic,0.0,-0.9,తిక్క
mistakenly,0.0,-0.9,తప్పుగా
sacrificed,0.0,-0.9,బలి
maliciousness,0.0,-0.9,maliciousness
desiccated,0.0,-0.9,ఎండిపోయిన
ultra-hardline,0.0,-0.9,అల్ట్రా కఠినంగా ఉన్నారని
scolding,0.0,-0.9,దూషిస్తూ గడిపినప్పటికీ
mortify,0.0,-0.9,గాయపరచు
ruthless,0.0,-0.9,క్రూరమైన
whores,0.0,-0.9,వోర్స్
vain,0.0,-0.9,మాత్రమే
ill-natured,0.0,-0.9,చెడు స్వభావం
snub,0.0,-0.9,నోరుమూయించు
indiscreet,0.0,-0.9,అనాలోచితమైన
apprehensions,0.0,-0.9,తీవ్రంగా
flabbergasted,0.0,-0.9,ఎటూ తోచని
disgusting,0.0,-0.9,విసుగుగా
harm,0.0,-0.9,హాని
incomprehension,0.0,-0.9,తెలుసుకోలేక పోవడం
grief,0.0,-0.9,శోకం
inflationary,0.0,-0.9,ద్రవ్యోల్బణ
fragile,0.0,-0.9,పెళుసుగా
stereotypically,0.0,-0.9,stereotypically
degenerate,0.0,-0.9,దిగజారిన
disagreeably,0.0,-0.9,disagreeably
obscures,0.0,-0.9,అస్పష్టం
transgress,0.0,-0.9,అతిక్రమించలేదు
denying,0.0,-0.9,కొట్టిపారేసిన
excuses,0.0,-0.9,సాకులు
cravenly,0.0,-0.9,cravenly
rivalry,0.0,-0.9,శత్రుత్వం
proprietary,0.0,-0.9,యాజమాన్య
impious,0.0,-0.9,దైవభీతి
breakup,0.0,-0.9,విడిపోవటం
vibrated,0.0,-0.9,కంపింపచేసే
complaint,0.0,-0.9,ఫిర్యాదు
monotonous,0.0,-0.9,మార్పులేని
wobbles,0.0,-0.9,wobbles
diffidence,0.0,-0.9,భయం
hells,0.0,-0.9,హీల్స్
prideful,0.0,-0.9,prideful
pretentiously,0.0,-0.9,pretentiously
explosive,0.0,-0.9,పేలుడు
election-rigger,0.0,-0.9,ఎన్నికల రిగ్లు
enjoin,0.0,-0.9,విధించు
incompatibility,0.0,-0.9,అనుకూలత
refuse,0.0,-0.9,విసర్జనల
unnerving,0.0,-0.9,unnerving
sporadic,0.0,-0.9,చెదురుమదురు
irony,0.0,-0.9,వ్యంగ్యం
fall,0.0,-0.9,వస్తాయి
banishment,0.0,-0.9,బహిష్కార
refusing,0.0,-0.9,తిరస్కరించి
disobedience,0.0,-0.9,అవిధేయత
stupor,0.0,-0.9,సగమో లేక పూర్తిగానో తెలివితో
hater,0.0,-0.9,ద్వేషం
impenitent,0.0,-0.9,పశ్చాత్తాపం
retarded,0.0,-0.9,రిటార్డెడ్
sillily,0.0,-0.9,sillily
outburst,0.0,-0.9,వెల్లడిలో
mysteriously,0.0,-0.9,రహస్యంగా
offence,0.0,-0.9,నేరం
comical,0.0,-0.9,హాస్య
gullible,0.0,-0.9,gullible
omission,0.0,-0.9,పరిహరించడం
enemies,0.0,-0.9,శత్రువులను
racism,0.0,-0.9,జాత్యహంకారం
refutation,0.0,-0.9,refutation
draining,0.0,-0.9,ఎండిపోయిన
officious,0.0,-0.9,అధికారి
sidetrack,0.0,-0.9,Sidetrack
harassment,0.0,-0.9,వేధింపులు
stress,0.0,-0.9,ఒత్తిడి
troubled,0.0,-0.9,బాధపడుతూ
imprecate,0.0,-0.9,శపించు
guile,0.0,-0.9,మోసానికి
viciously,0.0,-0.9,దుర్మార్గంగా
uncompetitive,0.0,-0.9,విదేశి
unsafe,0.0,-0.9,సురక్షితం
deficiencies,0.0,-0.9,లోపాలను
improperly,0.0,-0.9,సరిగ్గా
injurious,0.0,-0.9,గాయ
desolately,0.0,-0.9,desolately
impossibly,0.0,-0.9,దుస్సాధ్యమైన
leakage,0.0,-0.9,లీకేజ్
oppression,0.0,-0.9,అణచివేతకు
dissocial,0.0,-0.9,dissocial
tamper,0.0,-0.9,సవరణ
rhapsodize,0.0,-0.9,rhapsodize
impropriety,0.0,-0.9,అక్రమాలు
buggy,0.0,-0.9,బగ్గీ
controversial,0.0,-0.9,వివాదాస్పద
pertinacious,0.0,-0.9,pertinacious
grieving,0.0,-0.9,రోదిస్తున్న
devastate,0.0,-0.9,తీరాన్ని
diatribes,0.0,-0.9,దూషణలకు
bastards,0.0,-0.9,బాస్టర్డ్స్
condemnable,0.0,-0.9,అసమ్మతిని
disorderly,0.0,-0.9,క్రమరహితంగా
undefined,0.0,-0.9,నిర్వచించబడలేదు
wrongly,0.0,-0.9,తప్పుగా
blasted,0.0,-0.9,ధ్వంసం
reprovingly,0.0,-0.9,reprovingly
starve,0.0,-0.9,ఆకలితో
uncollectible,0.0,-0.9,uncollectible
dogmatic,0.0,-0.9,పిడివాద
