Term,PosScore,NegScore,Marathi
scandalize,0.0,-0.9,घोटाळा करणे
squirm,0.0,-0.9,चौरस
cruelty,0.0,-0.9,क्रूरता
reprehension,0.0,-0.9,निंदा
stringent,0.0,-0.9,कडक
stingy,0.0,-0.9,कंजूस
throttle,0.0,-0.9,गळ घालणे
disconcerted,0.0,-0.9,असंतुष्ट
disconcerting,0.0,-0.9,निराशाजनक
ashamed,0.0,-0.9,लाज
declining,0.0,-0.9,नकार
plot,0.0,-0.9,प्लॉट
dreadfulness,0.0,-0.9,भीती
fallout,0.0,-0.9,पडणे
improper,0.0,-0.9,अयोग्य
skeptical,0.0,-0.9,संशयी
daunt,0.0,-0.9,धगधगता
affront,0.0,-0.9,विरोध
bewildered,0.0,-0.9,आश्चर्याने
distains,0.0,-0.9,दु: खी
smelled,0.0,-0.9,वास आला
flirt,0.0,-0.9,इश्कबाजी
boggle,0.0,-0.9,बोगल
hysteria,0.0,-0.9,उन्माद
worsen,0.0,-0.9,वाईट करणे
screech,0.0,-0.9,स्क्रिच
orphan,0.0,-0.9,अनाथ
counter-productive,0.0,-0.9,प्रतिउत्पादक
irksome,0.0,-0.9,विचित्र
complains,0.0,-0.9,तक्रारी
acrimony,0.0,-0.9,प्रखरता
disintegrated,0.0,-0.9,विघटित
life-threatening,0.0,-0.9,जीवघेणा
satirize,0.0,-0.9,उपहास करणे
unstable,0.0,-0.9,अस्थिर
berate,0.0,-0.9,सल्ला
rotten,0.0,-0.9,कुजलेला
declaim,0.0,-0.9,जाहीर करा
illusions,0.0,-0.9,भ्रम
kill,0.0,-0.9,मारणे
rantingly,0.0,-0.9,रानटीने
hopelessly,0.0,-0.9,आशेने
dissuasive,0.0,-0.9,असंतुष्ट
berserk,0.0,-0.9,निष्ठा
snags,0.0,-0.9,स्नॅग
self-defeating,0.0,-0.9,स्वत: ची पराभूत
horrendous,0.0,-0.9,भयानक
onslaught,0.0,-0.9,हल्ला
broken,0.0,-0.9,तुटलेली
thankless,0.0,-0.9,कृतघ्न
imprecisely,0.0,-0.9,अयोग्य
bully,0.0,-0.9,धमकावणे
god-awful,0.0,-0.9,देव-भयानक
disaffirm,0.0,-0.9,नाकारणे
crappy,0.0,-0.9,वेडा
splitting,0.0,-0.9,विभाजन
unconvincingly,0.0,-0.9,निर्विवादपणे
animosity,0.0,-0.9,वैर
inconsistency,0.0,-0.9,विसंगती
jagged,0.0,-0.9,दांडगा
mundane,0.0,-0.9,सांसारिक
inanely,0.0,-0.9,निर्जीव
broken-hearted,0.0,-0.9,तुटलेले
immorality,0.0,-0.9,अनैतिकता
irritation,0.0,-0.9,चिडचिड
oppressive,0.0,-0.9,अत्याचारी
overrun,0.0,-0.9,मागे टाकणे
ironic,0.0,-0.9,उपरोधिक
torturing,0.0,-0.9,छळ
stupified,0.0,-0.9,मूर्ख
moan,0.0,-0.9,विव्हळणे
selfishness,0.0,-0.9,स्वार्थ
drawbacks,0.0,-0.9,कमतरता
prejudge,0.0,-0.9,पूर्वग्रह
staid,0.0,-0.9,भपकेबाज
blasphemy,0.0,-0.9,निंदा
stink,0.0,-0.9,दुर्गंधी
ache,0.0,-0.9,वेदना
sneeringly,0.0,-0.9,sneeringly
blunt,0.0,-0.9,बोथट
forlorn,0.0,-0.9,अनैतिक
jittery,0.0,-0.9,त्रासदायक
dissatisfy,0.0,-0.9,असमाधानी
melodramatically,0.0,-0.9,मेलोड्रामॅटिकली
vehement,0.0,-0.9,जोरदारपणे
inaccurately,0.0,-0.9,चुकीचे
slooow,0.0,-0.9,स्लोओ
temerity,0.0,-0.9,temerity
irrelevant,0.0,-0.9,असंबद्ध
deceptive,0.0,-0.9,भ्रामक
heretic,0.0,-0.9,विधर्मी
disingenuously,0.0,-0.9,विचित्रपणे
ineffectually,0.0,-0.9,कुचकामी
impetuously,0.0,-0.9,वेगाने
insecurity,0.0,-0.9,असुरक्षितता
irritable,0.0,-0.9,शीघ्रकोपी
defame,0.0,-0.9,बदनामी
discredit,0.0,-0.9,बदनामी
furiously,0.0,-0.9,उग्रपणे
inhibition,0.0,-0.9,मनाई
precarious,0.0,-0.9,अनिश्चित
disrespectablity,0.0,-0.9,अनादर
scandals,0.0,-0.9,घोटाळे
difficulty,0.0,-0.9,अडचण
manic,0.0,-0.9,वेडा
chastise,0.0,-0.9,शिक्षा
lonely,0.0,-0.9,एकटा
crack,0.0,-0.9,क्रॅक
jobless,0.0,-0.9,बेरोजगार
indiscriminately,0.0,-0.9,अंदाधुंदपणे
obnoxious,0.0,-0.9,अप्रिय
jeopardize,0.0,-0.9,धोक्यात आणणे
oppositions,0.0,-0.9,विरोध
compulsion,0.0,-0.9,सक्ती
debatable,0.0,-0.9,वादविवादास्पद
procrastination,0.0,-0.9,चालढकल
temptation,0.0,-0.9,मोह
opposition,0.0,-0.9,विरोध
loath,0.0,-0.9,घृणा
rumbling,0.0,-0.9,गोंधळ
scare,0.0,-0.9,घाबरणे
famished,0.0,-0.9,दुष्काळ
miscalculation,0.0,-0.9,चुकीची गणना
timid,0.0,-0.9,भेकड
infringe,0.0,-0.9,उल्लंघन
flickers,0.0,-0.9,फ्लिकर्स
unfavorable,0.0,-0.9,प्रतिकूल
relentlessness,0.0,-0.9,कठोरपणा
fastidious,0.0,-0.9,उपवासकारक
disloyalty,0.0,-0.9,बेईमानी
wreck,0.0,-0.9,बिघडलेले
peevish,0.0,-0.9,निर्विकार
ineloquently,0.0,-0.9,अपरिहार्यपणे
enfeeble,0.0,-0.9,कमी करणे
anomalous,0.0,-0.9,विसंगत
grudges,0.0,-0.9,आक्रोश
impatience,0.0,-0.9,अधीरता
menace,0.0,-0.9,धोका
screw-up,0.0,-0.9,स्क्रू-अप
boisterous,0.0,-0.9,बढाईखोर
sloth,0.0,-0.9,आळशीपणा
dejectedly,0.0,-0.9,विचलितपणे
frost,0.0,-0.9,दंव
apocalypse,0.0,-0.9,सर्वनाश
leaking,0.0,-0.9,गळती
zaps,0.0,-0.9,झॅप्स
outrageous,0.0,-0.9,अपमानकारक
sickeningly,0.0,-0.9,आजारीपणाने
stinks,0.0,-0.9,दुर्गंधी
self-humiliation,0.0,-0.9,आत्म-अपमान
mawkishness,0.0,-0.9,माकडपणा
disappoint,0.0,-0.9,निराश
awful,0.0,-0.9,भयानक
pathetic,0.0,-0.9,दयनीय
horrifying,0.0,-0.9,भयानक
bs,0.0,-0.9,बीएस
irredeemably,0.0,-0.9,irredeemably
contradict,0.0,-0.9,विरोधाभास
sketchy,0.0,-0.9,स्केची
quarrellously,0.0,-0.9,भांडखोरपणे
loner,0.0,-0.9,एकटे
plunderer,0.0,-0.9,लूट करणारा
tin-y,0.0,-0.9,कथील
illegitimate,0.0,-0.9,बेकायदेशीर
nuisance,0.0,-0.9,उपद्रव
macabre,0.0,-0.9,मॅकब्रे
hothouse,0.0,-0.9,हॉथहाउस
bogus,0.0,-0.9,बोगस
erratic,0.0,-0.9,अनियमित
mistakenly,0.0,-0.9,चुकून
sacrificed,0.0,-0.9,त्याग केला
maliciousness,0.0,-0.9,द्वेष
desiccated,0.0,-0.9,सुस्त
ultra-hardline,0.0,-0.9,अल्ट्रा-हार्डलाइन
scolding,0.0,-0.9,ओरडणे
mortify,0.0,-0.9,खिन्न करणे
ruthless,0.0,-0.9,निर्दय
whores,0.0,-0.9,वेश्या
vain,0.0,-0.9,फक्त
ill-natured,0.0,-0.9,दु: खी
snub,0.0,-0.9,स्नब
indiscreet,0.0,-0.9,अविवेकी
apprehensions,0.0,-0.9,भीती
flabbergasted,0.0,-0.9,flabbergasted
disgusting,0.0,-0.9,तिरस्कार
harm,0.0,-0.9,हानी
incomprehension,0.0,-0.9,आकलन
grief,0.0,-0.9,दु: ख
inflationary,0.0,-0.9,महागाई
fragile,0.0,-0.9,नाजूक
stereotypically,0.0,-0.9,रूढीवादी
degenerate,0.0,-0.9,पतित होणे
disagreeably,0.0,-0.9,असहमतीने
obscures,0.0,-0.9,अस्पष्ट
transgress,0.0,-0.9,उल्लंघन
denying,0.0,-0.9,नाकारत आहे
excuses,0.0,-0.9,निमित्त
cravenly,0.0,-0.9,वेड्यासारखे
rivalry,0.0,-0.9,स्पर्धा
proprietary,0.0,-0.9,मालकीचे
impious,0.0,-0.9,अपवित्र
breakup,0.0,-0.9,ब्रेकअप
vibrated,0.0,-0.9,कंपित
complaint,0.0,-0.9,तक्रार
monotonous,0.0,-0.9,नीरस
wobbles,0.0,-0.9,कोंबळे
diffidence,0.0,-0.9,भिन्नता
hells,0.0,-0.9,hells
prideful,0.0,-0.9,गर्विष्ठ
pretentiously,0.0,-0.9,दिखाऊपणाने
explosive,0.0,-0.9,स्फोटक
election-rigger,0.0,-0.9,निवडणूक रिग
enjoin,0.0,-0.9,आज्ञा करणे
incompatibility,0.0,-0.9,विसंगतता
refuse,0.0,-0.9,नकार
unnerving,0.0,-0.9,अनावश्यक
sporadic,0.0,-0.9,तुरळक
irony,0.0,-0.9,विडंबन
fall,0.0,-0.9,पडणे
banishment,0.0,-0.9,निर्वासन
refusing,0.0,-0.9,नकार
disobedience,0.0,-0.9,आज्ञाभंग
stupor,0.0,-0.9,मूर्खपणा
hater,0.0,-0.9,तिरस्कार
impenitent,0.0,-0.9,अभेद्य
retarded,0.0,-0.9,मंद
sillily,0.0,-0.9,चिडखोरपणे
outburst,0.0,-0.9,उद्रेक
mysteriously,0.0,-0.9,अनाकलनीयपणे
offence,0.0,-0.9,गुन्हा
comical,0.0,-0.9,विनोदी
gullible,0.0,-0.9,निर्लज्ज
omission,0.0,-0.9,वगळणे
enemies,0.0,-0.9,शत्रू
racism,0.0,-0.9,वंशवाद
refutation,0.0,-0.9,खंडन
draining,0.0,-0.9,निचरा
officious,0.0,-0.9,अधिकारी
sidetrack,0.0,-0.9,साईडट्रॅक
harassment,0.0,-0.9,छळ
stress,0.0,-0.9,ताण
troubled,0.0,-0.9,अस्वस्थ
imprecate,0.0,-0.9,बेभान करणे
guile,0.0,-0.9,कपट
viciously,0.0,-0.9,लबाडीने
uncompetitive,0.0,-0.9,बेशिस्त
unsafe,0.0,-0.9,असुरक्षित
deficiencies,0.0,-0.9,कमतरता
improperly,0.0,-0.9,अयोग्यरित्या
injurious,0.0,-0.9,हानिकारक
desolately,0.0,-0.9,निर्जनपणे
impossibly,0.0,-0.9,अशक्य
leakage,0.0,-0.9,गळती
oppression,0.0,-0.9,अत्याचार
dissocial,0.0,-0.9,वेगळ्या
tamper,0.0,-0.9,छेडछाड
rhapsodize,0.0,-0.9,उफाळणे
impropriety,0.0,-0.9,अयोग्यपणा
buggy,0.0,-0.9,बग्गी
controversial,0.0,-0.9,वादग्रस्त
pertinacious,0.0,-0.9,चंचल
grieving,0.0,-0.9,शोकास्पद
devastate,0.0,-0.9,विनाशकारी
diatribes,0.0,-0.9,डायट्रीब
bastards,0.0,-0.9,कमळ
condemnable,0.0,-0.9,निंदनीय
disorderly,0.0,-0.9,अव्यवस्थित
undefined,0.0,-0.9,अपरिभाषित
wrongly,0.0,-0.9,चुकून
blasted,0.0,-0.9,स्फोट
reprovingly,0.0,-0.9,निंदनीयपणे
starve,0.0,-0.9,उपाशी
uncollectible,0.0,-0.9,अप्रकाशणीय
dogmatic,0.0,-0.9,कट्टर
trauma,0.0,-0.9,आघात
suspicions,0.0,-0.9,शंका
implicate,0.0,-0.9,सहभागी
overstated,0.0,-0.9,अतिरेकी
perplexing,0.0,-0.9,गोंधळलेला
frail,0.0,-0.9,नाजूक
nemesis,0.0,-0.9,नेमेसिस
facetiously,0.0,-0.9,प्रेमाने
bluring,0.0,-0.9,अस्पष्ट
dirtbags,0.0,-0.9,डँगबॅग्ज
incongruous,0.0,-0.9,विसंगत
squeak,0.0,-0.9,पिळणे
boiling,0.0,-0.9,उकळत्या
dictatorial,0.0,-0.9,हुकूमशहावादी
rift,0.0,-0.9,फाटा
mistrustful,0.0,-0.9,अविश्वासू
hell-bent,0.0,-0.9,नरक वाकलेला
flaking,0.0,-0.9,flaking
asperse,0.0,-0.9,शिंपडले
goad,0.0,-0.9,मूर्ख
impasse,0.0,-0.9,रस्ता बंद
doubt,0.0,-0.9,शंका
afflict,0.0,-0.9,दु: ख
complacent,0.0,-0.9,आत्मसंतुष्ट
arrogant,0.0,-0.9,गर्विष्ठ
shabby,0.0,-0.9,जर्जर
denunciation,0.0,-0.9,निंदा
occlude,0.0,-0.9,ओलांडणे
bungler,0.0,-0.9,बंगलेर
deign,0.0,-0.9,प्रतिष्ठित
exploit,0.0,-0.9,शोषण
inflame,0.0,-0.9,जळजळ
jitters,0.0,-0.9,चिडखोर
wearisome,0.0,-0.9,कंटाळवाणे
congestion,0.0,-0.9,गर्दी
ill-defined,0.0,-0.9,चुकीचे परिभाषित
risks,0.0,-0.9,जोखीम
unproven,0.0,-0.9,अप्रमाणित
buzzing,0.0,-0.9,गुंजन
contrariness,0.0,-0.9,विरोधाभास
disputable,0.0,-0.9,वादग्रस्त
dirt,0.0,-0.9,घाण
helpless,0.0,-0.9,असहाय्य
ruined,0.0,-0.9,उध्वस्त
downhearted,0.0,-0.9,निराश
hastily,0.0,-0.9,घाईघाईने
hazy,0.0,-0.9,धूर
impede,0.0,-0.9,आड येणे
inefficacious,0.0,-0.9,अकार्यक्षम
lowly,0.0,-0.9,नीच
rip-off,0.0,-0.9,फाटलेला
debt,0.0,-0.9,कर्ज
lawless,0.0,-0.9,कायदेशीर
bothering,0.0,-0.9,त्रासदायक
exagerates,0.0,-0.9,अतिशयोक्ती
flagrant,0.0,-0.9,तेजस्वी
undependable,0.0,-0.9,अनिश्चित
unimaginably,0.0,-0.9,नकळत
conceited,0.0,-0.9,गर्विष्ठ
inconstant,0.0,-0.9,विसंगत
gangster,0.0,-0.9,गुंड
ambush,0.0,-0.9,घात
disrepute,0.0,-0.9,अपमान
crude,0.0,-0.9,क्रूड
insidiously,0.0,-0.9,कपटीपणे
allergic,0.0,-0.9,असोशी
exorbitantly,0.0,-0.9,अत्यंत
parody,0.0,-0.9,विडंबन
sorrow,0.0,-0.9,दु: ख
impersonal,0.0,-0.9,अव्यवसायिक
unviewable,0.0,-0.9,न पाहिलेला
misreading,0.0,-0.9,गैरसमज
glaringly,0.0,-0.9,स्पष्टपणे
scoffingly,0.0,-0.9,उपहासात्मकपणे
incompetently,0.0,-0.9,नाकर्तेपणाने
aversion,0.0,-0.9,तिरस्कार
jerk,0.0,-0.9,धक्का
dissonance,0.0,-0.9,असंतोष
faint,0.0,-0.9,बेहोश
entanglement,0.0,-0.9,अडकणे
iniquity,0.0,-0.9,अधर्म
bemoaning,0.0,-0.9,विलाप
picky,0.0,-0.9,लोणचे
disrespectfully,0.0,-0.9,अनादर
felon,0.0,-0.9,गुन्हा
stumbles,0.0,-0.9,अडखळते
ominously,0.0,-0.9,अपशकुन
terror,0.0,-0.9,दहशत
subservient,0.0,-0.9,अधीनस्थ
displeasure,0.0,-0.9,नाराजी
drunken,0.0,-0.9,प्यालेले
grouse,0.0,-0.9,ग्रस
slashing,0.0,-0.9,स्लॅशिंग
unbearablely,0.0,-0.9,असह्यपणे
savage,0.0,-0.9,क्रूरता
felonious,0.0,-0.9,गंभीर
inconsolably,0.0,-0.9,अविशिष्टपणे
undercuts,0.0,-0.9,अंडरकट्स
entrapment,0.0,-0.9,प्रवेश
indiscriminating,0.0,-0.9,निर्विकार
redundant,0.0,-0.9,निरर्थक
destroyer,0.0,-0.9,विध्वंसक
sue,0.0,-0.9,त्याचा
vague,0.0,-0.9,अस्पष्ट
inadvisably,0.0,-0.9,नकळत
siege,0.0,-0.9,वेढा
critics,0.0,-0.9,समालोचक
falling,0.0,-0.9,घसरण
bashed,0.0,-0.9,बेशेड
overwhelm,0.0,-0.9,भारावून जाणे
prick,0.0,-0.9,टोचणे
entrap,0.0,-0.9,ओढणे
insurmountably,0.0,-0.9,अनिश्चितपणे
over-balanced,0.0,-0.9,अति संतुलित
discontinuity,0.0,-0.9,विसंगती
remorsefully,0.0,-0.9,पश्चात्ताप
sluggish,0.0,-0.9,आळशी
unconvincing,0.0,-0.9,निर्विवाद
growl,0.0,-0.9,गुरगुरणे
iniquitous,0.0,-0.9,अयोग्य
quarrelsome,0.0,-0.9,भांडण
stab,0.0,-0.9,वार
cunts,0.0,-0.9,cunts
lier,0.0,-0.9,बांधणे
denies,0.0,-0.9,नाकारतो
idiotic,0.0,-0.9,मुर्खपणा
backaching,0.0,-0.9,पाठदुखी
interference,0.0,-0.9,हस्तक्षेप
sucky,0.0,-0.9,शोषक
miscreants,0.0,-0.9,उपद्रवी
subpoena,0.0,-0.9,subpoena
avenge,0.0,-0.9,सूड
unhelpful,0.0,-0.9,असह्य
damning,0.0,-0.9,धिक्कार
heartbreaker,0.0,-0.9,हृदयभंग करणारा
puzzlement,0.0,-0.9,गोंधळ
bullshyt,0.0,-0.9,बुलशीट
unjust,0.0,-0.9,अन्यायकारक
fallaciousness,0.0,-0.9,गोंधळ
extremism,0.0,-0.9,अतिरेकीपणा
cartoonish,0.0,-0.9,व्यंगचित्र
mess,0.0,-0.9,गोंधळ
apologists,0.0,-0.9,क्षमाज्ञ
scourge,0.0,-0.9,अरिष्ट
encroachment,0.0,-0.9,अतिक्रमण
filthy,0.0,-0.9,गलिच्छ
ruffle,0.0,-0.9,गोंधळ
crooked,0.0,-0.9,कुटिल
disgustedly,0.0,-0.9,तिरस्काराने
mangle,0.0,-0.9,गहाळ
set-up,0.0,-0.9,सेट अप
usurper,0.0,-0.9,usurp
innuendo,0.0,-0.9,सरासरी
sabotage,0.0,-0.9,तोडफोड
discomfit,0.0,-0.9,डिसमफिट
conflicting,0.0,-0.9,परस्परविरोधी
crumple,0.0,-0.9,चुरा
oversimplified,0.0,-0.9,ओव्हरस्प्लीफाईड
madly,0.0,-0.9,वेडा
precipitous,0.0,-0.9,अवघड
lovelorn,0.0,-0.9,lovelorn
cripples,0.0,-0.9,लंगडी
beset,0.0,-0.9,घेरणे
contaminate,0.0,-0.9,दूषित करणे
darkened,0.0,-0.9,गडद
downturns,0.0,-0.9,मंदी
vexing,0.0,-0.9,वेक्सिंग
wrong,0.0,-0.9,चुकीचे
pariah,0.0,-0.9,परिहा
chaotic,0.0,-0.9,अराजक
lie,0.0,-0.9,खोटे बोलणे
grumpily,0.0,-0.9,चिडखोरपणे
devoid,0.0,-0.9,रिकामा
obsessiveness,0.0,-0.9,वेड
spurn,0.0,-0.9,मागणी
remorseless,0.0,-0.9,निर्घृण निर्दय
insufferably,0.0,-0.9,अनिर्बंधपणे
retreated,0.0,-0.9,माघार घेतली
tumble,0.0,-0.9,गडबड
mispronounce,0.0,-0.9,चुकीचा अर्थ लावणे
negative,0.0,-0.9,नकारात्मक
mania,0.0,-0.9,उन्माद
drought,0.0,-0.9,दुष्काळ
antithetical,0.0,-0.9,प्रतिकूल
